development_id,SDEM,ave_sqft_per_unit,ave_unit_size,building_cost,building_purchase_price,building_purchase_price_sqft,building_revenue,building_sqft,building_type_id,county,current_units,deed_restricted_units,exp_id,fees,form,geom_id,inclusionary_units,job_spaces,juris,juris_name,jurisdiction_id,land_cost,max_dua,max_far,max_height,max_profit,max_profit_far,min_max_fars,net_units,non_residential_price,non_residential_sqft,oldest_building,opp_id,parcel_id,parcel_size,parking_config,parking_ratio,pda,pda_id,perfarea,perffoot,policy_based_revenue_reduction,policy_name,redfin_sale_year,regional,residential,residential_price,residential_sales_price_sqft,residential_sqft,residential_units,return_on_cost,stories,subaccount,subsidized,subsidized_units,subsidy_per_unit,superdistrict,total_cost,total_residential_units,total_sqft,tpp_id,vmt_res_cat,x,y,year_built,zoningmodcat
4540,,800.0,1000.0,6152811.87608,3890294.26383,814.032580566,10713560.0625,32902.7373053,3.0,Santa Clara,4.0,5,,0.0,residential,614112905475,5.0,0.0,San Jose,San Jose,68000.0,4078309.90557,150.0,,,-203370.651125,3.5,3.93545848091,19.0,0.0,0.0,1972.0,,1414734,9400.78208722,deck,0.2,sjo7,sjo7,1.0,1.0,674060.201145,OBAG,2012.0,1.0,581.451843262,0.0,581.451843262,23031.9161137,23.0,9.77409927612e-08,5.0,1.0,True,0.0,10000.0,11.0,10231121.7817,4.0,7028.0,lrt3,S,-121.922539487,37.303055402,2040.0,68000SJO7lrt3NANA
4541,,1000.0,1000.0,1311535.13706,1973076.7153,1184.31975708,3322517.59342,7013.55688266,3.0,Alameda,2.0,0,,0.0,residential,16143419162980,0.0,0.0,Oakland,Oakland,53000.0,2029185.17036,79.7958085082,,,-19318.7595269,2.5,2.61694242779,3.0,0.0,0.0,2015.0,,2070,2805.42275306,deck,0.2,okd7,okd7,1.0,1.0,0.0,OBAG,2012.0,1.0,845.942683629,0.0,845.942683629,4909.48981786,5.0,2.99336642394e-07,4.0,1.0,True,0.0,10000.0,18.0,3340720.30741,2.0,2450.0,b1,S,-122.282539029,37.804732598,2040.0,53000OKD7b1NANA
4542,,900.0,1000.0,4935291.2746,4476533.00644,901.799558105,9520093.02793,26391.9319497,3.0,Contra Costa,8.0,0,,0.0,residential,15337634576255,0.0,0.0,Concord,Concord,16000.0,4668474.32971,100.0,,,-87932.0978985,2.75,2.95159386068,10.0,0.0,0.0,1980.0,,548413,9597.06616354,deck,0.2,con2,con2,1.0,1.0,0.0,OBAG,2012.0,1.0,644.142541504,0.0,644.142541504,18474.3523648,18.0,1.04125823266e-07,4.0,1.0,True,0.0,10000.0,21.0,9603765.60431,8.0,7300.0,b2,S,-122.039879493,37.9773168122,2040.0,16000CON2b2NANA
4543,,1000.0,1000.0,12917346.7254,6808280.10063,1071.39396667,21977110.1007,63134.6369764,3.0,Santa Clara,0.0,8,,0.0,residential,9986531562293,8.0,0.0,San Jose,San Jose,68000.0,7002540.5221,200.0,,,-23895.888183,6.5,6.55909746819,44.0,0.0,0.0,1960.0,,1407558,9713.02107329,deck,0.2,sjo7,sjo7,1.0,1.0,2079738.27496,OBAG,2012.0,1.0,621.605529785,0.0,621.605529785,44194.2458835,44.0,5.02010873645e-08,9.0,1.0,True,0.0,10000.0,11.0,19919887.2475,0.0,9345.0,lrt2,S,-121.914232161,37.3228177433,2040.0,68000SJO7lrt2NANA
4544,,1000.0,1000.0,1283550.06895,1930562.86274,1182.9429306,3247842.73826,6863.90411203,3.0,San Francisco,2.0,0,,0.0,residential,797682959445,0.0,0.0,San Francisco,San Francisco,67000.0,1980482.16538,90.7122820742,,,-17687.4631828,2.75,2.97495349843,3.0,0.0,0.0,1990.0,,1037345,2495.96513165,deck,0.2,sfo10,sfo10,1.0,1.0,0.0,OBAG,2012.0,1.0,844.959236145,0.0,844.959236145,4804.73287842,5.0,3.06369523402e-07,4.0,1.0,True,0.0,10000.0,4.0,3264032.23433,2.0,2400.0,bart1,S,-122.469695061,37.7088671182,2040.0,67000SFO10bart1NANA
4545,,1000.0,1000.0,4427889.28414,3493993.36783,1049.68856812,9163396.14529,23678.5523216,3.0,Alameda,0.0,3,,0.0,residential,12859380047034,3.0,0.0,Oakland,Oakland,53000.0,3651850.38331,95.2836828339,,,-74738.5425617,3.0,3.12487481418,17.0,0.0,0.0,1955.0,,81820,7892.85077387,deck,0.2,okd4,okd4,1.0,1.0,1154077.37174,OBAG,2012.0,1.0,691.05607387,0.0,691.05607387,16574.9866251,17.0,1.23766363913e-07,4.0,1.0,True,0.0,10000.0,18.0,8079739.66745,0.0,4895.0,b2,S,-122.158777635,37.750216645,2040.0,53000OKD4b2NANA
4546,,1000.0,1000.0,4370936.27178,4706327.78967,1110.9262085,9123333.35641,23373.9907582,3.0,Contra Costa,0.0,0,,0.0,residential,4085216958555,0.0,0.0,Walnut Creek,Walnut Creek,83346.0,4876320.44973,87.12,,,-127678.366983,2.75,2.85714285714,16.0,0.0,0.0,1954.0,,723128,8499.63300297,deck,0.2,wal1,wal1,1.0,1.0,0.0,OBAG,2012.0,1.0,696.99979248,0.0,696.99979248,16361.7935307,16.0,1.08140179311e-07,4.0,1.0,True,0.0,10000.0,22.0,9247256.72151,0.0,6230.0,b3,M,-122.067918501,37.8967091866,2040.0,83346WAL1b3NANA
4547,,900.0,1000.0,4387751.35572,3802773.8365,980.849682617,9205827.86024,23463.9109932,3.0,Alameda,9.0,3,,0.0,residential,15979206792119,3.0,0.0,Oakland,Oakland,53000.0,3947167.13492,115.647177613,,,-144966.700228,3.25,3.41343499448,7.0,0.0,0.0,1960.0,,81408,7219.66492098,deck,0.2,okd4,okd4,1.0,1.0,1008853.73335,OBAG,2012.0,1.0,700.606916155,0.0,700.606916155,16424.7376952,16.0,1.19977178076e-07,5.0,1.0,True,0.0,10000.0,18.0,8334918.49064,9.0,5701.5,b2,S,-122.156022751,37.7454610424,2040.0,53000OKD4b2NANA
4548,,1000.0,1000.0,2434426.22117,1735822.75429,840.803860677,4248391.37669,10105.5467877,3.0,Contra Costa,4.0,0,,0.0,residential,9773703523921,0.0,0.0,El Cerrito,El Cerrito,21796.0,1836878.22217,75.0,,,-24079.5025848,2.0,2.45966155057,3.0,0.0,0.0,1960.0,,732238,5052.77339387,surface,0.0,elc1_b,elc1_b,1.0,1.0,0.0,OBAG,2012.0,1.0,600.574186198,0.0,600.574186198,7073.88275142,7.0,2.34120515938e-07,7.0,1.0,True,0.0,10000.0,20.0,4271304.44333,4.0,3036.0,brt1,S,-122.307955383,37.9019982218,2040.0,21796ELC1_bbrt1NANA
4549,,800.0,1000.0,4862500.25628,9371250.0,1750.0,16636120.1339,23765.8859056,3.0,San Francisco,4.0,4,,0.0,residential,5524532492846,4.0,0.0,San Francisco,San Francisco,67000.0,9444375.80279,250.0,,,-157076.180374,6.5,6.55909746819,13.0,0.0,0.0,1937.0,,903785,3656.29013932,deck,0.2,sfo11,sfo11,1.0,1.0,2477245.95783,OBAG,2012.0,1.0,1250.0,0.0,1250.0,16636.1201339,17.0,6.98964606859e-08,9.0,1.0,True,0.0,10000.0,2.0,14306876.0591,4.0,7875.0,lrt1,S,-122.428301024,37.7712754139,2040.0,67000SFO11lrt1NANA
4550,,2029.42425042,2029.42425042,7149505.23995,6460995.84987,936.370449219,13894946.9349,29678.3114984,2.0,Marin,5.0,0,,0.0,residential,13371034052358,0.0,0.0,San Rafael,San Rafael,68364.0,6757778.96486,32.0,,,-12965.3235712,2.0,2.12979063405,5.0,0.0,0.0,1946.0,,756719,14839.1557492,surface,0.0,sra1,sra1,1.0,1.0,0.0,OBAG,2012.0,1.0,668.836035156,0.0,668.836035156,20774.8180489,10.0,7.19047648177e-08,7.0,1.0,True,0.0,10000.0,33.0,13907284.2048,5.0,10147.1212521,b1,S,-122.527244304,37.9659447253,2040.0,68364SRA1b1NANA
4551,,1000.0,1000.0,1264408.07553,2152886.93957,1200.61062012,3467477.76072,5776.19038615,3.0,Alameda,2.0,0,,0.0,residential,9252192095103,0.0,0.0,Oakland,Oakland,53000.0,2229902.81138,50.0,,,-28199.1206895,1.5,1.63977436705,2.0,0.0,0.0,1918.0,,2271,3850.79359077,surface,0.0,okd7,okd7,1.0,1.0,0.0,OBAG,2012.0,1.0,857.579014369,0.0,857.579014369,4043.33327031,4.0,2.8617945923e-07,4.0,1.0,True,0.0,10000.0,18.0,3494310.88691,2.0,2637.0,brt3,S,-122.286687935,37.8090620802,2040.0,53000OKD7brt3NANA
4552,,1000.0,1000.0,1150604.70965,1702541.59735,1167.78807983,2874144.30916,6152.96636177,3.0,Alameda,2.0,0,,0.0,residential,13560510315263,0.0,0.0,Oakland,Oakland,53000.0,1751765.32825,79.7958085082,,,-29956.3057473,2.5,2.61694242779,2.0,0.0,0.0,1932.0,,2255,2461.18654471,deck,0.2,okd7,okd7,1.0,1.0,0.0,OBAG,2012.0,1.0,834.134342739,0.0,834.134342739,4307.07645324,4.0,3.44546004452e-07,4.0,1.0,True,0.0,10000.0,18.0,2902370.0379,2.0,2144.0,bart1,S,-122.286878158,37.806855069,2040.0,53000OKD7bart1NANA
4553,,800.0,1000.0,11457876.197,5732846.50691,984.429779053,17082173.9137,56001.3499363,3.0,Contra Costa,0.0,0,,0.0,residential,15792125813964,0.0,0.0,El Cerrito,El Cerrito,21796.0,5981741.39551,175.0,,,-390516.905823,4.5,4.59136822773,39.0,0.0,0.0,1965.0,,418903,12444.7444303,deck,0.2,elc1_a,elc1_a,1.0,1.0,0.0,OBAG,2012.0,1.0,544.699047852,0.0,544.699047852,39200.9449554,39.0,5.73407068531e-08,6.0,1.0,True,0.0,10000.0,20.0,17439617.5925,0.0,8564.0,bart2,S,-122.315095893,37.921497228,2040.0,21796ELC1_abart2NANA
4554,,900.0,1000.0,1445895.29997,2229824.19639,1366.31384583,4225768.48763,7732.06042767,3.0,San Francisco,2.0,1,,0.0,residential,1499417672360,1.0,0.0,San Francisco,San Francisco,67000.0,2274007.39883,123.662021092,,,-17109.8282467,3.5,3.65000062255,3.0,0.0,0.0,1931.0,,1036037,2209.16012219,deck,0.2,sfo12,sfo12,1.0,1.0,521987.181597,OBAG,2012.0,1.0,975.938461304,0.0,975.938461304,5412.44229937,5.0,2.68824235731e-07,5.0,1.0,True,0.0,10000.0,3.0,3719902.69881,2.0,2400.0,lrt2,S,-122.451899054,37.7113768223,2040.0,67000SFO12lrt2NANA
4555,,800.0,1000.0,5021739.92624,3137345.02002,810.708605957,8708380.26755,26854.2242045,3.0,Santa Clara,3.0,4,,0.0,residential,4539319924812,4.0,0.0,San Jose,San Jose,68000.0,3290797.72976,150.0,,,-145747.248901,3.5,3.93545848091,16.0,0.0,0.0,1972.0,,1414747,7672.635487,deck,0.2,sjo7,sjo7,1.0,1.0,533170.035916,OBAG,2012.0,1.0,579.077575684,0.0,579.077575684,18797.9569431,19.0,1.20300206914e-07,5.0,1.0,True,0.0,10000.0,11.0,8312537.656,3.0,5691.0,lrt3,S,-121.922171408,37.3018022478,2040.0,68000SJO7lrt3NANA
4556,,1493.0,1493.0,1602577.7169,2588315.25967,1177.34177856,4309688.6695,7321.04941481,2.0,Alameda,0.0,0,,0.0,residential,12133048563971,0.0,0.0,Oakland,Oakland,53000.0,2734736.24796,30.0,,,-29031.6168334,1.0,1.468909878,3.0,0.0,0.0,1919.0,,2237,7321.04941481,surface,0.0,okd7,okd7,1.0,1.0,0.0,OBAG,2012.0,1.0,840.95841326,0.0,840.95841326,5124.73459037,3.0,2.30557439028e-07,2.0,1.0,True,0.0,10000.0,18.0,4337313.96487,0.0,3233.0,b2,S,-122.285891434,37.8076733767,2040.0,53000OKD7b2NANA
4557,,800.0,1000.0,31853349.6619,19548982.7023,966.303787231,55687061.9512,170338.768245,3.0,Santa Clara,0.0,29,,0.0,residential,5935071738692,29.0,0.0,San Jose,San Jose,68000.0,20522347.0922,150.0,,,-680814.121453,3.5,3.93545848091,119.0,0.0,0.0,1974.0,,1414839,48668.2194987,deck,0.2,vta1_i,vta1_i,1.0,1.0,3952848.65883,OBAG,2012.0,1.0,583.784790039,0.0,583.784790039,119237.137772,119.0,1.90928247636e-08,5.0,1.0,True,0.0,10000.0,11.0,52375696.7541,0.0,29751.0,lrt3,S,-121.922679843,37.304419063,2040.0,68000VTA1_ilrt3NANA
4558,,900.0,1000.0,1439496.45713,2226576.62944,1364.3239151,4200939.98324,7697.84201674,3.0,San Francisco,2.0,1,,0.0,residential,14509569494077,1.0,0.0,San Francisco,San Francisco,67000.0,2270564.29811,123.662021092,,,-31929.1064409,3.5,3.65000062255,3.0,0.0,0.0,1931.0,,1036057,2199.38343335,deck,0.2,sfo12,sfo12,1.0,1.0,520963.788653,OBAG,2012.0,1.0,974.517082214,0.0,974.517082214,5388.48941172,5.0,2.69537365012e-07,5.0,1.0,True,0.0,10000.0,3.0,3710060.75524,2.0,2400.0,lrt2,S,-122.451588428,37.7107420326,2040.0,67000SFO12lrt2NANA
4559,,1000.0,1000.0,2981338.12469,4231443.67882,1322.85529175,8436104.63046,15942.984624,3.0,San Francisco,0.0,2,,0.0,residential,4924209473354,2.0,0.0,San Francisco,San Francisco,67000.0,4347392.6579,90.7122820742,,,-45725.3028071,2.75,2.97495349843,11.0,0.0,0.0,1957.0,,1036307,5797.44895419,deck,0.2,sfo10,sfo10,1.0,1.0,1150457.59806,OBAG,2012.0,1.0,944.896636963,0.0,944.896636963,11160.0892368,11.0,1.36449274733e-07,4.0,1.0,True,0.0,10000.0,4.0,7328730.7826,0.0,4704.0,lrt2,S,-122.462921407,37.7140774593,2040.0,67000SFO10lrt2NANA
4560,,800.0,1000.0,818092.839744,944207.576167,1014.27359619,1774909.01943,4374.82802002,3.0,Santa Clara,2.0,0,,0.0,residential,1684623896664,0.0,0.0,Mountain View,Mountain View,49670.0,969206.593424,150.0,,,-12765.8556599,3.5,3.93545848091,1.0,0.0,0.0,2007.0,,1326647,1249.95086286,deck,0.2,mvw1,mvw1,1.0,1.0,0.0,OBAG,2012.0,1.0,724.481140137,0.0,724.481140137,3062.37961401,3.0,5.59503338636e-07,5.0,1.0,True,0.0,10000.0,9.0,1787299.43317,2.0,1369.0,lrt1,M,-122.057741107,37.3913777099,2040.0,49670MVW1lrt1NANA
4561,,800.0,1000.0,3898165.54951,6693750.0,1750.0,11812622.8773,16875.175539,3.0,San Francisco,2.0,2,,0.0,residential,15679320299662,2.0,0.0,San Francisco,San Francisco,67000.0,6731250.39009,350.0,,,-58813.7117473,9.0,9.18273645546,10.0,0.0,0.0,1943.0,,973038,1875.01950433,deck,0.2,sfo11,sfo11,1.0,1.0,1238622.97892,OBAG,2012.0,1.0,1250.0,0.0,1250.0,11812.6228773,12.0,9.40785463362e-08,12.0,1.0,True,0.0,10000.0,3.0,10629415.9396,2.0,5625.0,bart1,S,-122.422881681,37.7700501326,2040.0,67000SFO11bart1NANA
4562,,1000.0,1000.0,1516850.44633,2152356.66064,1318.84599304,4279127.55762,8111.49971299,3.0,San Francisco,2.0,1,,0.0,residential,7147166865218,1.0,0.0,San Francisco,San Francisco,67000.0,2211349.38583,90.7122820742,,,-23359.526544,2.75,2.97495349843,4.0,0.0,0.0,1966.0,,1036331,2949.63625927,deck,0.2,sfo10,sfo10,1.0,1.0,572937.771197,OBAG,2012.0,1.0,942.032852173,0.0,942.032852173,5678.0497991,6.0,2.68225965619e-07,4.0,1.0,True,0.0,10000.0,4.0,3728199.83216,2.0,2400.0,lrt2,S,-122.463780943,37.7126328498,2040.0,67000SFO10lrt2NANA
4563,,1000.0,1000.0,38652194.1606,12278147.8942,437.405519485,57442149.1885,206696.225458,3.0,San Mateo,0.0,0,,0.0,residential,10324703901562,0.0,0.0,Brisbane,Brisbane,8310.0,19794374.2744,87.12,,,-1045100.23484,2.75,2.85714285714,145.0,0.0,0.0,1969.0,,1050819,75162.2638028,deck,0.2,sfo9_a,sfo9_a,1.0,1.0,0.0,OBAG,2012.0,1.0,496.260955811,0.0,496.260955811,144687.35782,145.0,1.71096443602e-08,4.0,1.0,True,0.0,10000.0,5.0,58446568.435,0.0,41280.0,b2,M,-122.407518554,37.6995517652,2040.0,08310SFO9_ab2NANA
4564,,1093.0,1093.0,80554745.6188,17904284.8526,537.343482971,121119927.785,393718.209281,3.0,Alameda,0.0,50,,0.0,residential,13041290681960,50.0,0.0,Oakland,Oakland,53000.0,26653578.3922,131.497741483,,,-1802073.92784,4.5,4.71359804016,252.0,0.0,0.0,1970.0,,70214,87492.9353957,deck,0.2,okd2,okd2,1.0,1.0,15609571.8172,OBAG,2012.0,1.0,549.341077532,0.0,549.341077532,275602.746497,252.0,9.32763392418e-09,6.0,1.0,True,0.0,10000.0,18.0,107208324.011,0.0,49000.0,b2,S,-122.201124603,37.7373303816,2040.0,53000OKD2b2NANA
4565,,1000.0,1000.0,3626265.48185,2458025.93461,961.36809082,7235732.50953,15052.9907922,3.0,Alameda,4.0,2,,0.0,residential,12150292716812,2.0,0.0,Oakland,Oakland,53000.0,2625281.38786,58.4426003319,,,-56135.4930959,1.8,1.91665355936,7.0,0.0,0.0,1954.0,,74311,8362.77266235,surface,0.0,okd1,okd1,1.0,1.0,1037078.18319,OBAG,2012.0,1.0,686.691493443,0.0,686.691493443,10537.0935546,11.0,1.59960409934e-07,5.0,1.0,True,0.0,10000.0,18.0,6251546.8697,4.0,3760.0,brt1,S,-122.18025046,37.7451455525,2040.0,53000OKD1brt1NANA
4566,,1294.0,1294.0,3701641.66112,1307753.67635,925.489495239,8699417.14704,18799.6021387,1.0,Sonoma,1.0,0,,0.0,residential,8098559617997,0.0,0.0,Sonoma County,Sonoma County,97.0,5067674.1041,5.0,,,-74861.4200688,0.1,0.212186803096,9.0,0.0,0.0,1949.0,,1988577,187996.021387,surface,0.0,sro5,sro5,1.0,1.0,0.0,OBAG,2012.0,1.0,661.063925171,0.0,661.063925171,13159.7214971,10.0,1.14033982442e-07,1.0,1.0,True,0.0,10000.0,30.0,8769315.76522,1.0,2078.0,,S,-122.735931128,38.4193018105,2040.0,00097SRO5NANANA
4567,,800.0,1000.0,116540774.02,129949501.225,792.853233337,285638126.798,504505.515238,3.0,Alameda,0.0,88,,0.0,residential,12861320794777,88.0,0.0,Oakland,Oakland,53000.0,131060609.084,350.0,,,-4358614.37179,9.0,9.18273645546,353.0,0.0,0.0,1944.0,,6182,56056.1683597,deck,0.2,okd3,okd3,1.0,1.0,42143560.7354,OBAG,2012.0,1.0,1011.02578299,0.0,1011.02578299,353153.860666,353.0,4.03874965263e-09,12.0,1.0,True,0.0,10000.0,18.0,247601383.104,0.0,241031.0,bart1,S,-122.264027354,37.8052656639,2040.0,53000OKD3bart1NANA
4568,,800.0,1000.0,4942597.02047,9012458.96157,1682.99887238,16262727.6873,24157.3656914,3.0,San Francisco,4.0,4,,0.0,residential,9491359353686,4.0,0.0,San Francisco,San Francisco,67000.0,9081480.0064,311.599144692,,,-123195.986965,7.0,8.17523664415,13.0,0.0,0.0,1944.0,,1020011,3451.05224163,deck,0.2,sfo4,sfo4,1.0,1.0,2354729.61018,OBAG,2012.0,1.0,1202.1420517,0.0,1202.1420517,16910.155984,17.0,7.13059403542e-08,9.0,1.0,True,0.0,10000.0,3.0,14024077.0269,4.0,7875.0,bart1,S,-122.417544818,37.7511719528,2040.0,67000SFO4bart1NANA
4569,,900.0,1000.0,2410045.66538,2527669.39276,955.386555481,4925187.65092,12887.9447347,3.0,San Mateo,2.0,0,,0.0,residential,847379102877,0.0,0.0,Colma,Colma,14736.0,2601314.79125,125.0,,,-91456.2362261,3.5,3.68949232586,7.0,0.0,0.0,1979.0,,1055427,3682.26992419,deck,0.2,ccg1_b,ccg1_b,1.0,1.0,0.0,OBAG,2012.0,1.0,682.418968201,0.0,682.418968201,9021.56131427,9.0,1.99546611874e-07,5.0,1.0,True,0.0,10000.0,5.0,5011360.45663,2.0,3890.74019347,bart2,S,-122.461078147,37.6856077134,2040.0,14736CCG1_bbart2NANA
4570,,800.0,1000.0,10708901.6498,19312412.0605,1682.99887238,35235717.3041,52340.6727754,3.0,San Francisco,4.0,9,,0.0,residential,5516361381790,9.0,0.0,San Francisco,San Francisco,67000.0,19461956.8399,311.599144692,,,-254867.790213,7.0,8.17523664415,33.0,0.0,0.0,1940.0,,1020012,7477.23896791,deck,0.2,sfo4,sfo4,1.0,1.0,5298141.6229,OBAG,2012.0,1.0,1202.1420517,0.0,1202.1420517,36638.4709428,37.0,3.31445656523e-08,9.0,1.0,True,0.0,10000.0,3.0,30170858.4897,4.0,16875.0,bart1,S,-122.41753237,37.751041876,2040.0,67000SFO4bart1NANA
4571,,1000.0,1000.0,4442304.12212,2002882.898,749.851330566,7125278.41017,23755.6370167,3.0,Santa Clara,2.0,3,,0.0,residential,16335599194450,3.0,0.0,San Jose,San Jose,68000.0,2151326.19821,95.0,,,-44426.4324353,3.0,3.11557129739,15.0,0.0,0.0,1972.0,,1434134,7918.54567223,deck,0.2,sjo13,sjo13,1.0,1.0,573508.005453,OBAG,2012.0,1.0,535.608093262,0.0,535.608093262,16628.9459117,17.0,1.51661520501e-07,4.0,1.0,True,0.0,10000.0,10.0,6593630.32033,2.0,3928.0,b3,S,-121.955840122,37.2994679087,2040.0,68000SJO13b3NANA
4572,,900.0,1000.0,1767400.63054,2707293.63223,1527.16308594,5032057.22776,9451.34027029,3.0,Alameda,0.0,1,,0.0,residential,3756650073105,1.0,0.0,Oakland,Oakland,53000.0,2761301.29091,126.550861207,,,-14234.3631167,3.5,3.73526745004,7.0,0.0,0.0,1973.0,,6682,2700.38293437,deck,0.2,okd7,okd7,1.0,1.0,516384.148443,OBAG,2012.0,1.0,950.74520874,0.0,950.74520874,6615.9381892,7.0,2.20813826422e-07,5.0,1.0,True,0.0,10000.0,18.0,4528701.92146,0.0,2607.0,lrt2,S,-122.271823029,37.8154505193,2040.0,53000OKD7lrt2NANA
4573,,900.0,1000.0,1867956.59637,1499223.2623,924.031890869,3692088.69691,9989.07270786,3.0,Alameda,0.0,1,,0.0,residential,9690502349519,1.0,0.0,Oakland,Oakland,53000.0,1571871.06381,100.089915339,,,-59873.7216248,2.75,2.9542477963,7.0,0.0,0.0,1931.0,,64760,3632.39007558,deck,0.2,okd4,okd4,1.0,1.0,307063.999168,OBAG,2012.0,1.0,660.022779192,0.0,660.022779192,6992.3508955,7.0,2.90712238749e-07,4.0,1.0,True,0.0,10000.0,18.0,3439827.66018,0.0,2386.0,brt3,S,-122.168885039,37.7666634645,2040.0,53000OKD4brt3NANA
4574,,1000.0,1000.0,3436977.84152,3494137.6534,986.643188477,7038337.0201,14267.2388606,3.0,Alameda,2.0,0,,0.0,residential,9453718468300,0.0,0.0,San Leandro,San Leandro,68084.0,3636810.042,75.0,,,-36886.6942998,2.0,2.45966155057,8.0,0.0,0.0,1924.0,,157779,7133.61943031,surface,0.0,sle3,sle3,1.0,1.0,0.0,OBAG,2012.0,1.0,704.745134626,0.0,704.745134626,9987.06720243,10.0,1.41366975723e-07,7.0,1.0,True,0.0,10000.0,17.0,7073787.88353,2.0,5208.0,brt1,M,-122.153612014,37.730418434,2040.0,68084SLE3brt1NANA
4575,,1000.0,1000.0,1762517.61338,3502552.69105,1323.86448975,5329681.31773,8051.70220821,3.0,San Mateo,2.0,0,,0.0,residential,3725638570755,0.0,0.0,Belmont,Belmont,5108.0,3609908.7205,50.0,,,-44040.2328806,1.5,1.63977436705,4.0,0.0,0.0,1969.0,,1139519,5367.80147214,surface,0.0,bel1,bel1,1.0,1.0,0.0,OBAG,2012.0,1.0,945.617492676,0.0,945.617492676,5636.19154574,6.0,1.86135637393e-07,4.0,1.0,True,0.0,10000.0,6.0,5372426.33387,2.0,3890.74019347,cr3,M,-122.270737963,37.5216083137,2040.0,05108BEL1cr3NANA
4576,,800.0,1000.0,10682382.3187,19275853.988,1679.8129837,35081924.7621,52211.0572761,3.0,San Francisco,30.0,9,,0.0,residential,16071217676014,9.0,0.0,San Francisco,San Francisco,67000.0,19425028.4374,311.599144692,,,-323096.64001,7.0,8.17523664415,7.0,0.0,0.0,1968.0,,1020053,7458.72246802,deck,0.2,sfo4,sfo4,1.0,1.0,5285033.96665,OBAG,2012.0,1.0,1199.86641693,0.0,1199.86641693,36547.7400933,37.0,3.32144138233e-08,9.0,1.0,True,0.0,10000.0,3.0,30107410.7561,30.0,16875.0,bart1,S,-122.416963253,37.7514342388,2040.0,67000SFO4bart1NANA
4577,,900.0,1000.0,2421648.74649,1870255.89132,966.400671387,5005952.88658,12949.9932968,3.0,Alameda,2.0,2,,0.0,residential,12794253411671,2.0,0.0,Oakland,Oakland,53000.0,1944255.85302,125.0,,,-18741.7394283,3.5,3.68949232586,7.0,0.0,0.0,1916.0,,67814,3699.99808479,deck,0.2,okd1_b,okd1_b,1.0,1.0,657707.315441,OBAG,2012.0,1.0,690.286193848,0.0,690.286193848,9064.99530773,9.0,2.29047606792e-07,5.0,1.0,True,0.0,10000.0,18.0,4365904.59951,2.0,2846.0,brt1,S,-122.197341337,37.7625253633,2040.0,53000OKD1_bbrt1NANA
4578,,900.0,1000.0,3452083.05451,8049160.0,1750.0,12922236.0329,18460.3371899,3.0,San Francisco,4.0,2,,0.0,residential,14637506980801,2.0,0.0,San Francisco,San Francisco,67000.0,8154647.64109,125.0,,,-130666.235341,3.5,3.68949232586,9.0,0.0,0.0,1976.0,,909097,5274.38205426,deck,0.2,sfo3,sfo3,1.0,1.0,1438622.97892,OBAG,2012.0,1.0,1250.0,0.0,1250.0,12922.2360329,13.0,8.61569055254e-08,5.0,1.0,True,0.0,10000.0,2.0,11606730.6956,4.0,6764.0,brt1,S,-122.44003514,37.779775103,2040.0,67000SFO3brt1NANA
4579,,1000.0,1000.0,2121063.00793,1792369.55745,924.530895996,4479187.49015,9689.64370915,3.0,Alameda,4.0,1,,0.0,residential,13347612737854,1.0,0.0,Oakland,Oakland,53000.0,1921564.8069,50.0,,,-57921.764535,1.5,1.63977436705,3.0,0.0,0.0,1951.0,,64808,6459.76247276,surface,0.0,okd1,okd1,1.0,1.0,492226.809576,OBAG,2012.0,1.0,660.379211426,0.0,660.379211426,6782.7505964,7.0,2.4736385485e-07,4.0,1.0,True,0.0,10000.0,18.0,4042627.81484,4.0,2851.0,brt3,S,-122.170161581,37.7651784186,2040.0,53000OKD1brt3NANA
4580,,800.0,1000.0,4108617.45402,7821269.46909,1703.98027649,13687200.5969,20081.2192279,3.0,San Francisco,4.0,3,,0.0,residential,17292108370799,3.0,0.0,San Francisco,San Francisco,67000.0,7878644.38117,311.599144692,,,-100700.409829,7.0,8.17523664415,10.0,0.0,0.0,1965.0,,1020054,2868.74560398,deck,0.2,sfo4,sfo4,1.0,1.0,1794821.7047,OBAG,2012.0,1.0,1217.12876892,0.0,1217.12876892,14056.8534595,14.0,8.34218868119e-08,9.0,1.0,True,0.0,10000.0,3.0,11987261.8352,4.0,6750.0,bart1,S,-122.416975046,37.7515574693,2040.0,67000SFO4bart1NANA
4581,,800.0,1000.0,103630055.399,103036959.68,1329.63268433,238597244.567,448614.958438,3.0,Alameda,0.0,78,,0.0,residential,624026865805,78.0,0.0,Oakland,Oakland,53000.0,104033881.81,350.0,,,-3567821.03797,9.0,9.18273645546,314.0,0.0,0.0,1938.0,,6662,49846.1064931,deck,0.2,okd3,okd3,1.0,1.0,34295015.2282,OBAG,2012.0,1.0,949.737631662,0.0,949.737631662,314030.470907,314.0,4.81547260174e-09,12.0,1.0,True,0.0,10000.0,18.0,207663937.209,0.0,113960.0,bart1,S,-122.269958926,37.8141029618,2040.0,53000OKD3bart1NANA
