development_id,SDEM,ave_unit_size,building_cost,building_purchase_price,building_purchase_price_sqft,building_revenue,building_sqft,building_type_id,county,current_units,deed_restricted_units,fees,form,geom_id,inclusionary_units,job_spaces,juris,land_cost,max_dua,max_far,max_height,max_profit,max_profit_far,min_max_fars,net_units,non_residential_price,non_residential_sqft,oldest_building,parcel_id,parcel_size,parking_config,parking_ratio,pda,policy_based_revenue_reduction,redfin_sale_year,residential,residential_price,residential_sales_price_sqft,residential_sqft,residential_units,retail_ratio,return_on_cost,stories,subsidized,subsidized_units,superdistrict,total_cost,total_residential_units,total_sqft,vmt_res_cat,x,y,year_built
5386,,2207.4,590769.146031,0.0,1395.46938477,2542045.33932,3000.35117334,1.0,Alameda,0.0,0,0.0,residential,1.0623828337e+13,0.0,0.0,Dublin,80009.3646224,14.0,,,1871266.82867,0.75,0.834645924485,1.0,0.0,0.0,1999.0,389259,4000.46823112,surface,0.0,dub3,0.0,2012.0,996.763846261,0.0,996.763846261,2550.29849734,1.0,,2.78969406287,2.0,False,0.0,15.0,670778.510653,0.0,0.0,M,-121.885030722,37.7066240653,2035.0
5387,,1327.3,1615923.87359,0.0,150.0,5603472.09153,7382.01860938,2.0,Alameda,0.0,0,0.0,residential,2.63537139594e+12,0.0,0.0,Oakland,36910.0930469,30.0,,,4029650.88739,1.0,1.07543347918,5.0,0.0,0.0,9999.0,9247,7382.01860938,surface,0.0,okd1,0.0,2012.0,893.024043492,0.0,893.024043492,6274.71581797,5.0,,2.43802521531,2.0,False,0.0,18.0,1652833.96664,0.0,0.0,S,-122.254128482,37.8209836343,2035.0
5388,,1247.4,878822.89257,0.0,983.262035319,2664500.50108,4463.29554378,1.0,Contra Costa,0.0,0,0.0,residential,9.22097851087e+12,0.0,0.0,Martinez,178531.821751,17.42,,,1607145.78676,0.5,0.586877005348,3.0,0.0,0.0,1936.0,648339,8926.59108756,surface,0.0,mar1,0.0,2012.0,702.330025228,0.0,702.330025228,3793.80121221,3.0,,1.51996843159,1.0,False,0.0,21.0,1057354.71432,0.0,0.0,M,-122.134285204,38.0149873102,2035.0
5389,,2500.0,25859730.5264,732704.847656,641.373291016,87287744.6464,131334.334822,1.0,Contra Costa,0.0,0,0.0,residential,1.03716717064e+13,0.0,0.0,Contra Costa County,9156138.30244,5.5,,,52010516.4385,0.25,0.371360665478,45.0,0.0,0.0,1982.0,414584,525337.339286,surface,0.0,,0.0,2012.0,781.908740234,0.0,781.908740234,111634.184598,45.0,,1.4853413089,1.0,False,0.0,24.0,35015868.8288,0.0,1680.0,MH,-121.901477076,37.9230657535,2035.0
5390,,2500.0,349200.64594,0.0,150.0,1143624.14929,1773.4923613,1.0,Alameda,0.0,0,0.0,residential,5.03974821238e+12,0.0,0.0,Oakland,35469.847226,5.0,,,758953.656124,0.25,0.33760060498,1.0,0.0,0.0,9999.0,97836,7093.96944521,surface,0.0,,0.0,2012.0,758.638833182,0.0,758.638833182,1507.46850711,1.0,,1.97299681053,1.0,False,0.0,19.0,384670.493166,0.0,0.0,M,-122.240512612,37.8673787366,2035.0
5391,,1470.6,5618717.50431,2021326.45252,839.608362495,14546520.6147,28535.8938766,1.0,Napa,2.0,0,0.0,residential,1.94294321286e+12,0.0,0.0,Napa,3162762.20759,13.068,,,5765040.90279,0.5,0.519035294118,14.0,0.0,0.0,1965.0,871683,57071.7877532,surface,0.0,,0.0,2012.0,599.720258925,0.0,599.720258925,24255.5097951,16.0,,0.656499939866,1.0,False,0.0,27.0,8781479.71189,2.0,3540.38743961,M,-122.314562836,38.3058638386,2035.0
5392,,2202.0,21361785.7797,0.0,150.0,43887855.1026,108490.532147,1.0,Contra Costa,0.0,0,0.0,residential,1.62303560132e+13,0.0,0.0,Contra Costa County,2169810.64293,5.5,,,20356258.68,0.25,0.327094474153,42.0,0.0,0.0,1979.0,724668,433962.128587,surface,0.0,,0.0,2012.0,475.919600423,0.0,475.919600423,92216.9523247,42.0,,0.86506067478,1.0,False,0.0,24.0,23531596.4226,0.0,0.0,M,-121.653964181,37.9027919193,2035.0
5393,,1945.37009674,1973453.46311,0.0,150.0,6698193.87255,8192.00275262,3.0,San Mateo,0.0,0,0.0,residential,1.60549422636e+13,0.0,0.0,Redwood City,20480.0068815,43.56,,,4798345.61062,2.0,2.28867070205,4.0,0.0,0.0,9999.0,1171417,4096.00137631,surface,0.0,,0.0,2012.0,961.941581726,0.0,961.941581726,6963.20233972,4.0,,2.40647227344,6.0,False,0.0,7.0,1993933.46999,0.0,0.0,S,-122.222033977,37.4739584566,2035.0
5394,,1535.4,776119154.421,0.0,150.0,2520748367.03,3941691.99807,2.0,Contra Costa,0.0,0,0.0,residential,1.18525312771e+12,0.0,0.0,Contra Costa County,26277946.6538,23.8305501368,,,1709759509.63,0.75,0.988209006644,2182.0,0.0,0.0,9999.0,657864,5255589.33076,surface,0.0,,0.0,2012.0,752.363785807,0.0,752.363785807,3350438.19836,2182.0,,2.13081466438,2.0,False,0.0,20.0,802397101.074,0.0,0.0,MH,-122.244728307,38.0180343996,2035.0
5395,,1000.0,970234.443343,0.0,150.0,4279261.50291,4027.54023804,3.0,San Francisco,0.0,0,0.0,residential,3.1814820074e+12,0.0,0.0,San Francisco,11187.6117723,72.6,,,3363796.23676,1.8,1.96078431373,3.0,0.0,0.0,1955.0,901522,2237.52235447,surface,0.0,sfo3,0.0,2012.0,1250.0,0.0,1250.0,3423.40920233,3.0,,3.42747161552,5.0,False,0.0,2.0,981422.055115,0.0,0.0,S,-122.431097418,37.7823067872,2035.0
5396,,1000.0,110635149.953,0.0,150.0,223275319.046,459257.575563,3.0,Contra Costa,0.0,0,0.0,residential,3.66599237251e+12,0.0,0.0,Richmond,1148143.93891,87.12,,,111492025.154,2.0,2.35294117647,390.0,0.0,0.0,9999.0,494912,229628.787781,surface,0.0,,0.0,2012.0,571.95974528,0.0,571.95974528,390368.939228,390.0,,0.997394344651,6.0,False,0.0,20.0,111783293.892,0.0,0.0,M,-122.273158975,37.9525869243,2035.0
5397,,1479.4,1887732.50793,0.0,150.0,6957523.4114,9587.26514945,1.0,Contra Costa,0.0,0,0.0,residential,1.16624918923e+13,0.0,0.0,Contra Costa County,191745.302989,11.9,,,4829265.14448,0.25,0.475472910927,6.0,0.0,0.0,9999.0,618959,38349.0605978,surface,0.0,,0.0,2012.0,853.770239258,0.0,853.770239258,8149.17537703,6.0,,2.32234511911,1.0,False,0.0,24.0,2079477.81092,0.0,0.0,H,-121.629836942,38.0074739874,2035.0
5398,,2389.0,4610985.76304,0.0,150.0,17560109.9016,23417.9063638,1.0,Solano,0.0,0,0.0,residential,1.60226511869e+13,0.0,0.0,Vallejo,234179.063638,8.7,,,12714945.0749,0.5,0.561343380327,8.0,0.0,0.0,9999.0,1775066,46835.8127277,surface,0.0,,0.0,2012.0,882.186157227,0.0,882.186157227,19905.2204093,8.0,,2.6242543917,1.0,False,0.0,25.0,4845164.82668,0.0,0.0,M,-122.207794438,38.1266084033,2035.0
5399,,1367.0,7982617.51264,0.0,150.0,26355086.2388,36466.9598567,2.0,Alameda,7.0,0,0.0,residential,1.70974195256e+13,0.0,0.0,Hayward,182334.799284,34.0,,,18190133.9268,1.0,1.25528007346,16.0,0.0,0.0,1966.0,169920,36466.9598567,surface,0.0,,0.0,2012.0,850.248661586,0.0,850.248661586,30996.9158782,23.0,,2.22783100647,2.0,False,0.0,17.0,8164952.31192,7.0,0.0,M,-122.038041541,37.619031317,2035.0
5400,,1336.2,858563.987403,0.0,700.866851807,2619313.79701,3922.17445136,2.0,Alameda,0.0,0,0.0,residential,72934196407.0,0.0,0.0,Oakland,392217.445136,30.0,,,1395903.01176,1.0,1.0826446281,2.0,0.0,0.0,1962.0,24176,3922.17445136,surface,0.0,okd5,0.0,2012.0,785.672764369,0.0,785.672764369,3333.84828366,2.0,,1.11602473098,2.0,False,0.0,18.0,1250781.43254,0.0,0.0,S,-122.235975142,37.7785806923,2035.0
5401,,1439.0,324863.384334,0.0,1000.12799072,1001847.27294,1649.89022008,1.0,Solano,0.0,0,0.0,residential,5.760527835e+12,0.0,0.0,Rio Vista,131991.217606,9.99868741766,,,539542.744288,0.25,0.38859480349,1.0,0.0,0.0,1964.0,1740786,6599.56088032,surface,0.0,,0.0,2012.0,714.37713623,0.0,714.37713623,1402.40668707,1.0,,1.18099443892,1.0,False,0.0,26.0,456854.60194,0.0,0.0,H,-121.700050285,38.159322115,2035.0
5402,,1785.0,7356038.08318,0.0,150.0,34624610.1517,37359.2589293,1.0,Alameda,6.0,0,0.0,residential,1.30057529131e+13,0.0,0.0,Fremont,373592.589293,15.0,,,26894979.4792,0.5,0.723140495868,12.0,0.0,0.0,1992.0,314778,74718.5178586,surface,0.0,fre2,0.0,2012.0,1090.35448347,0.0,1090.35448347,31755.3700899,18.0,,3.47946501183,1.0,False,0.0,16.0,7729630.67247,6.0,0.0,M,-121.97062166,37.5547630259,2035.0
5403,,2202.0,4615354.0466,1057251.81948,1247.81868978,17758311.9909,23440.0916536,1.0,Contra Costa,1.0,0,0.0,residential,1.17199954777e+13,0.0,0.0,Contra Costa County,2932459.15177,5.5,,,10210498.7925,0.25,0.327094474153,8.0,0.0,0.0,1974.0,493790,93760.3666146,surface,0.0,,0.0,2012.0,891.299064128,0.0,891.299064128,19924.0779056,9.0,,1.35277576752,1.0,False,0.0,24.0,7547813.19837,1.0,1246.0,M,-121.701963397,37.9595219743,2035.0
5404,,2291.0,8667274.23818,0.0,602.609519958,29603123.6277,44018.6604275,1.0,Alameda,0.0,0,0.0,residential,1.31828150378e+13,0.0,0.0,Berkeley,1326303.19147,8.712,,,20001737.122,0.5,0.539058823529,16.0,0.0,0.0,1944.0,125952,88037.320855,surface,0.0,,0.0,2012.0,791.191824777,0.0,791.191824777,37415.8613634,16.0,,2.00145916343,1.0,False,0.0,19.0,9993577.42965,0.0,0.0,S,-122.275180691,37.8978071534,2035.0
5405,,1490.0,920946.327288,0.0,856.23008728,2826164.96558,4677.22868099,1.0,Napa,0.0,0,0.0,residential,1.20760090925e+13,0.0,0.0,Napa,187089.14724,13.068,,,1752492.08087,0.5,0.525882352941,3.0,0.0,0.0,1946.0,842112,9354.45736199,surface,0.0,,0.0,2012.0,710.869659424,0.0,710.869659424,3975.64437884,3.0,,1.58162091482,1.0,False,0.0,27.0,1108035.47453,0.0,0.0,S,-122.294951475,38.2956222418,2035.0
5406,,1000.0,21681319.7993,5813409.50862,1130.09010315,69436375.7061,105969.304982,3.0,San Mateo,0.0,0,0.0,residential,1.63918893992e+13,0.0,0.0,Redwood City,6198752.43583,261.36,,,42387429.5404,5.5,5.64705882353,90.0,0.0,0.0,1960.0,1170814,19267.1463604,deck,0.2,rwc1,0.0,2012.0,963.602783203,0.0,963.602783203,90073.9092348,90.0,,1.52034862689,7.0,False,0.0,7.0,27880072.2352,0.0,7565.0,S,-122.223832316,37.4870001241,2035.0
5407,,1659.0,78346697.4327,82456185.4102,1010.49246826,219583095.734,357910.9065,2.0,Santa Clara,4.0,0,0.0,residential,3.43464329005e+12,0.0,0.0,San Jose,89614403.5401,30.0,,,52654434.6563,1.0,1.34419056879,179.0,0.0,0.0,1999.0,1378433,357910.9065,surface,0.0,sjo3,0.0,2012.0,721.780334473,0.0,721.780334473,304224.270525,183.0,,0.31349184038,2.0,False,0.0,12.0,167961100.973,4.0,120000.0,S,-121.897540327,37.3870826707,2035.0
5408,,1000.0,72610738.0482,31823857.9796,1130.83946228,232619918.23,354891.192806,3.0,San Mateo,0.0,0,0.0,residential,1.0032546402e+13,0.0,0.0,Redwood City,33114371.408,261.36,,,129432704.949,5.5,5.64705882353,302.0,0.0,0.0,1964.0,1169378,64525.6714194,deck,0.2,rwc1,0.0,2012.0,963.923934937,0.0,963.923934937,301657.513886,302.0,,1.22423807944,7.0,False,0.0,7.0,105725109.456,0.0,41385.0,S,-122.231345043,37.4851775727,2035.0
5409,,2202.0,510966.315989,0.0,150.0,1703437.20693,2732.44019245,3.0,Contra Costa,0.0,0,0.0,residential,1.33348974318e+13,0.0,0.0,Brentwood,5464.88038491,43.56,,,1187006.01055,2.5,2.59058823529,1.0,0.0,0.0,9999.0,413396,1092.97607698,deck,0.2,,0.0,2012.0,916.782999674,0.0,916.782999674,2322.57416359,1.0,,2.29847851735,3.0,False,0.0,24.0,516431.196374,0.0,0.0,M,-121.687965216,37.9267541922,2035.0
5410,,1945.37009674,379482.803036,0.0,150.0,1094768.18671,1927.28696311,2.0,San Mateo,0.0,0,0.0,residential,7.67019371098e+12,0.0,0.0,Pacifica,12848.5797541,15.0,,,698924.6199,0.75,0.788109745884,1.0,0.0,0.0,9999.0,1080473,2569.71595081,surface,0.0,,0.0,2012.0,668.27753067,0.0,668.27753067,1638.19391864,1.0,,1.7814649823,2.0,False,0.0,5.0,392331.38279,0.0,0.0,MH,-122.493941765,37.6343020296,2035.0
5411,,2500.0,1015769.25132,0.0,150.0,2441505.40706,4640.33463372,2.0,Contra Costa,0.0,0,0.0,residential,4.14237436612e+12,0.0,0.0,San Ramon,23201.6731686,21.78,,,1402534.48257,1.0,1.47058823529,2.0,0.0,0.0,9999.0,398197,4640.33463372,surface,0.0,,0.0,2012.0,618.998311361,0.0,618.998311361,3944.28443866,2.0,,1.34992659516,2.0,False,0.0,23.0,1038970.92449,0.0,0.0,M,-121.945706886,37.7586200825,2035.0
5412,,2202.0,2597998.24288,0.0,150.0,10457511.1676,13194.5060583,1.0,Contra Costa,0.0,0,0.0,residential,1.50982869864e+12,0.0,0.0,Brentwood,87963.3737221,15.5,,,7771549.55095,0.75,0.921811699887,5.0,0.0,0.0,9999.0,441723,17592.6747444,surface,0.0,,0.0,2012.0,932.430078125,0.0,932.430078125,11215.3301496,5.0,,2.89339561031,2.0,False,0.0,24.0,2685961.6166,0.0,0.0,M,-121.690820032,37.9389961609,2035.0
5413,,1477.6,4013351.43415,0.0,872.274084473,9709688.314,18334.1774059,2.0,Santa Clara,0.0,0,0.0,residential,6.51314472329e+12,0.0,0.0,San Jose,366683.548118,30.0,,,5436246.39836,1.0,1.19721276941,11.0,0.0,0.0,1992.0,2054347,18334.1774059,surface,0.0,sjo4,0.0,2012.0,623.05291748,0.0,623.05291748,15584.050795,11.0,,1.24114223297,2.0,False,0.0,11.0,4380034.98227,0.0,0.0,S,-121.868800234,37.3268681685,2035.0
5414,,1000.0,2337988.77917,1424027.62544,1745.13189392,10283116.7889,9705.22531826,3.0,San Francisco,6.0,1,0.0,residential,7.80857708884e+12,1.0,0.0,San Francisco,1521079.87862,78.408,,,5465819.06272,2.0,2.11764705882,2.0,0.0,0.0,1919.0,907908,4852.61265913,surface,0.0,,1065401.99122,2012.0,1246.52278137,0.0,1246.52278137,8249.44152052,8.0,,1.41635704037,6.0,False,0.0,2.0,3859068.65779,6.0,1200.0,S,-122.455908803,37.7818995885,2035.0
5415,,1945.37009674,1589952.90525,1163530.74688,935.524673462,3522455.17089,6600.05357098,3.0,San Mateo,0.0,0,0.0,residential,1.54864363374e+13,0.0,0.0,San Bruno,1229531.28259,40.0,,,717030.402719,2.0,2.10162598902,3.0,0.0,0.0,1920.0,1091379,3300.02678549,surface,0.0,sbr1,0.0,2012.0,627.883525848,0.0,627.883525848,5610.04553533,3.0,,0.254312617114,6.0,False,0.0,5.0,2819484.18784,0.0,1829.0,S,-122.410903442,37.6235172587,2035.0
5416,,2081.0,3809190.34334,0.0,150.0,10663614.0849,19345.8117996,1.0,Contra Costa,0.0,0,0.0,residential,1.23945261097e+13,0.0,0.0,Concord,193458.117996,10.0,,,6627660.79541,0.5,0.562037487171,8.0,0.0,0.0,9999.0,490468,38691.6235992,surface,0.0,,0.0,2012.0,648.482910156,0.0,648.482910156,16443.9400296,8.0,,1.6558188558,1.0,False,0.0,21.0,4002648.46133,0.0,0.0,MH,-121.93809972,37.9559197859,2035.0
5417,,2217.0,332488.25329,0.0,654.472912598,670985.533647,1688.61479579,2.0,Santa Clara,0.0,0,0.0,residential,1.65304327502e+13,0.0,0.0,Milpitas,36838.4214551,15.6939610872,,,301658.858902,0.75,0.939704848764,1.0,0.0,0.0,1997.0,1275087,2251.48639438,surface,0.0,,0.0,2012.0,467.480651855,0.0,467.480651855,1435.32257642,1.0,,0.816780588917,2.0,False,0.0,12.0,369326.674746,0.0,0.0,M,-121.898593054,37.4359838834,2035.0
5418,,1899.0,440152.454172,0.0,150.0,1098244.05745,2235.41114358,1.0,Contra Costa,0.0,0,0.0,residential,9.81459398631e+12,0.0,0.0,Contra Costa County,22354.1114358,11.9,,,635737.491846,0.5,0.610330578512,1.0,0.0,0.0,9999.0,617728,4470.82228717,surface,0.0,,0.0,2012.0,577.99292806,0.0,577.99292806,1900.09947205,1.0,,1.37454803698,1.0,False,0.0,21.0,462506.565608,0.0,0.0,M,-122.081639721,38.001957674,2035.0
5419,,2401.0,105064745.151,0.0,150.0,327421429.334,436134.267956,2.0,Alameda,80.0,0,0.0,residential,8.88484770181e+12,0.0,0.0,Hayward,1090335.66989,34.0,,,221266348.514,2.0,2.20477502296,74.0,0.0,0.0,1989.0,277663,218067.133978,surface,0.0,,0.0,2012.0,883.218104771,0.0,883.218104771,370714.127762,154.0,,2.08436889505,6.0,False,0.0,17.0,106155080.82,80.0,0.0,M,-122.050128606,37.6568204402,2035.0
5420,,1000.0,2711726.29641,4106098.93055,1196.66682129,8178491.23594,11256.6471416,3.0,Alameda,0.0,0,0.0,residential,6.14539244397e+12,0.0,0.0,Alameda,4218665.40197,87.12,,,1273061.52831,2.0,2.35294117647,10.0,0.0,0.0,1955.0,142467,5628.3235708,surface,0.0,,0.0,2012.0,854.762015206,0.0,854.762015206,9568.15007036,10.0,,0.183692579542,6.0,False,0.0,18.0,6930391.69838,0.0,5046.0,S,-122.270250307,37.7714258402,2035.0
5421,,1571.0,415326.899344,0.0,754.559810384,966337.656728,2109.32909773,1.0,Contra Costa,0.0,0,0.0,residential,1.38761646845e+13,0.0,0.0,Concord,159161.496402,10.0,,,391849.260982,0.25,0.424296440339,1.0,0.0,0.0,1951.0,583294,8437.31639093,surface,0.0,,0.0,2012.0,538.971293132,0.0,538.971293132,1792.92973307,1.0,,0.682083857366,1.0,False,0.0,21.0,574488.395746,0.0,0.0,M,-122.005982975,37.9901408892,2035.0
5422,,1683.2,2871889.52964,1667456.71688,875.765082397,7755334.4155,14585.5232587,1.0,Sonoma,0.0,0,0.0,residential,1.44326986118e+13,0.0,0.0,Sonoma,2056404.00378,20.0,,,2827040.88208,0.75,0.909198941285,7.0,0.0,0.0,1925.0,1900564,19447.3643449,surface,0.0,,0.0,2012.0,625.546487427,0.0,625.546487427,12397.6947699,7.0,,0.57363484194,2.0,False,0.0,29.0,4928293.53342,0.0,2800.0,M,-122.460461828,38.2925187495,2035.0
5423,,2052.0,1459088.55511,0.0,150.0,3375273.90013,7410.30246372,1.0,Contra Costa,0.0,0,0.0,residential,1.4797367432e+13,0.0,0.0,Contra Costa County,370515.123186,2.9,,,1537941.87073,0.1,0.160719494409,3.0,0.0,0.0,9999.0,560766,74103.0246372,surface,0.0,,0.0,2012.0,535.863480632,0.0,535.863480632,6298.75709416,3.0,,0.840587439223,1.0,False,0.0,20.0,1829603.67829,0.0,0.0,MH,-122.283637951,37.9779579655,2035.0
5424,,2500.0,46106481.3998,8454936.92212,776.138000488,125731923.5,191392.616853,2.0,Contra Costa,0.0,0,0.0,residential,8.59082465445e+12,0.0,0.0,Brentwood,10311775.459,32.4573686,,,68967098.308,2.0,2.19152545508,65.0,0.0,0.0,2008.0,410179,95696.3084264,surface,0.0,,0.0,2012.0,772.861108398,0.0,772.861108398,162683.724325,65.0,,1.22242518908,6.0,False,0.0,24.0,56418256.8588,0.0,16020.0,MH,-121.737615504,37.9241381325,2035.0
5425,,1000.0,59514151.8094,0.0,150.0,213803778.026,318257.496307,3.0,San Francisco,0.0,67,0.0,residential,1.95849788741e+12,67.0,0.0,San Francisco,489626.917395,156.816,,,126043943.06,3.25,3.38823529412,271.0,0.0,0.0,9999.0,991173,97925.3834791,deck,0.2,sfo9_b,30227506.1028,2012.0,987.933746338,0.0,987.933746338,270518.871861,271.0,,2.10060009111,4.0,False,0.0,3.0,60003778.7268,0.0,0.0,S,-122.390016333,37.7116322951,2035.0
5426,,1945.37009674,1232028.28786,0.0,150.0,3090903.10447,6257.12690636,1.0,San Mateo,0.0,0,0.0,residential,1.71336228931e+13,0.0,0.0,Pacifica,125142.538127,9.0,,,1725063.61709,0.25,0.47286584753,3.0,0.0,0.0,9999.0,1096797,25028.5076254,surface,0.0,,0.0,2012.0,581.154361725,0.0,581.154361725,5318.5578704,3.0,,1.27107331226,1.0,False,0.0,5.0,1357170.82599,0.0,0.0,MH,-122.488837417,37.5948884524,2035.0
5427,,1971.0,104303755.02,1046702.03645,652.508563232,188769266.23,476490.429512,2.0,Santa Clara,0.0,0,0.0,residential,1.38439121628e+12,0.0,0.0,San Jose,6228603.46236,30.0,,,79801645.9021,1.5,1.5969859018,205.0,0.0,0.0,1997.0,2054111,317660.286341,surface,0.0,,0.0,2012.0,466.077545166,0.0,466.077545166,405016.865085,205.0,,0.721975419666,4.0,False,0.0,12.0,110532358.482,0.0,2359.0,S,-121.853768827,37.3782200325,2035.0
5428,,1640.8,857316.370397,0.0,150.0,2403818.80197,4354.069936,1.0,Napa,0.0,0,0.0,residential,3.61846702608e+12,0.0,0.0,Napa,43540.69936,13.068,,,1502961.73221,0.5,0.579105882353,2.0,0.0,0.0,9999.0,845861,8708.13987199,surface,0.0,,0.0,2012.0,649.512332492,0.0,649.512332492,3700.9594456,2.0,,1.66836869318,1.0,False,0.0,27.0,900857.069757,0.0,0.0,M,-122.304754036,38.2867600625,2035.0
5429,,1000.0,684069.080294,0.0,150.0,2579883.18899,3125.03006073,3.0,San Francisco,0.0,0,0.0,residential,1.3503385771e+13,0.0,0.0,San Francisco,15625.1503037,54.45,,,1917792.73756,1.0,1.47058823529,3.0,0.0,0.0,1922.0,1036923,3125.03006073,surface,0.0,,0.0,2012.0,971.24079895,0.0,971.24079895,2656.27555162,3.0,,2.74090117325,2.0,False,0.0,3.0,699694.230598,0.0,0.0,S,-122.456703107,37.7117122682,2035.0
5430,,2078.6,1064589.6283,0.0,150.0,2975599.50047,4863.36056782,2.0,Contra Costa,0.0,0,0.0,residential,2.42505091406e+12,0.0,0.0,Richmond,16211.2018927,28.0,,,1885324.67693,1.5,1.57189002323,2.0,0.0,0.0,9999.0,437901,3242.24037854,surface,0.0,,0.0,2012.0,719.811999512,0.0,719.811999512,4133.85648264,2.0,,1.74437752477,4.0,False,0.0,20.0,1080800.83019,0.0,0.0,MH,-122.392539055,37.9287122949,2035.0
5431,,2152.0,498317.893273,0.0,150.0,1754017.23471,2530.81713191,1.0,San Mateo,0.0,0,0.0,residential,1.0572818624e+13,0.0,0.0,San Mateo County,25308.1713191,8.7,,,1224239.21427,0.5,0.505655485335,1.0,0.0,0.0,9999.0,1157478,5061.63426382,surface,0.0,,0.0,2012.0,815.368942261,0.0,815.368942261,2151.19456212,1.0,,2.33800281739,1.0,False,0.0,7.0,523626.064592,0.0,0.0,MH,-122.285556602,37.5023139986,2035.0
5432,,1000.0,2558215.39675,0.0,150.0,6209632.30284,13680.2962393,3.0,Alameda,0.0,0,0.0,residential,1.70593522672e+13,0.0,0.0,Oakland,22800.4937322,125.0,,,3701188.74061,3.0,3.03840544482,12.0,0.0,0.0,9999.0,50904,4560.09874644,deck,0.2,okd5,0.0,2012.0,667.515677316,0.0,667.515677316,11628.2518034,12.0,,1.43400463138,4.0,False,0.0,18.0,2581015.89048,0.0,0.0,S,-122.210751338,37.7707547739,2035.0
5433,,2500.0,816392.812432,0.0,989.686910807,2241001.39809,3729.52404035,1.0,Contra Costa,0.0,0,0.0,residential,1.01781478509e+13,0.0,0.0,Martinez,74590.4808069,17.42,,,1377018.46695,1.0,1.17620050775,1.0,0.0,0.0,1965.0,647029,3729.52404035,surface,0.0,mar1,0.0,2012.0,706.919222005,0.0,706.919222005,3170.09543429,1.0,,1.54550425064,2.0,False,0.0,21.0,890983.293239,0.0,0.0,S,-122.136607055,38.0141107094,2035.0
5434,,2261.0,9383784.95398,9050016.09497,950.631942749,24172850.7325,47657.6178465,1.0,Santa Clara,0.0,0,0.0,residential,1.41500037489e+13,0.0,0.0,Mountain View,10320885.9042,15.246,,,4468179.87434,0.75,0.931,18.0,0.0,0.0,1971.0,1327249,63543.490462,surface,0.0,mvw4,0.0,2012.0,596.728271484,0.0,596.728271484,40508.9751695,18.0,,0.226757397091,2.0,False,0.0,9.0,19704670.8582,0.0,14000.0,M,-122.062565964,37.3770093364,2035.0
5435,,1945.37009674,60351284.658,0.0,150.0,162677247.065,250524.220249,3.0,San Mateo,0.0,0,0.0,residential,1.34888596212e+12,0.0,0.0,San Mateo County,626310.550623,43.56,,,100682655.338,2.0,2.28867070205,109.0,0.0,0.0,9999.0,1155395,125262.110125,surface,0.0,,0.0,2012.0,763.938098907,0.0,763.938098907,212945.587212,109.0,,1.65114178402,6.0,False,0.0,6.0,60977595.2087,0.0,0.0,H,-122.494049946,37.5021237787,2035.0
5436,,1445.0,350568.922596,0.0,150.0,1045978.10721,1780.44145554,1.0,Solano,0.0,0,0.0,residential,8.40865871993e+12,0.0,0.0,Vallejo,35608.8291108,8.7,,,672996.362612,0.25,0.339531680441,1.0,0.0,0.0,9999.0,1749112,7121.76582216,surface,0.0,,0.0,2012.0,691.155822754,0.0,691.155822754,1513.37523721,1.0,,1.74271138003,1.0,False,0.0,25.0,386177.751706,0.0,0.0,S,-122.245250267,38.1056321333,2035.0
5437,,2500.0,217663813.846,475702.53097,656.250042725,371017888.665,1163977.61415,3.0,Santa Clara,1.0,0,0.0,residential,5.34539807392e+12,0.0,0.0,Santa Clara County,6841205.52277,45.7381029184,,,146512869.296,3.0,3.08824224318,395.0,0.0,0.0,1956.0,1696232,387992.53805,deck,0.2,,0.0,2012.0,468.750030518,0.0,468.750030518,989380.972027,396.0,,0.652603980562,4.0,False,0.0,14.0,224505019.369,1.0,1066.0,M,-121.63643704,37.1425209481,2035.0
5438,,1392.0,104860790.241,0.0,150.0,321763212.972,532558.609653,1.0,Alameda,0.0,0,0.0,residential,1.23162698305e+13,0.0,0.0,Livermore,26627930.4827,5.5,,,189323119.787,0.1,0.206773618538,325.0,0.0,0.0,1973.0,358223,5325586.09653,surface,0.0,,0.0,2012.0,710.80431257,0.0,710.80431257,452674.818205,325.0,,1.43984304316,1.0,False,0.0,15.0,131488720.723,0.0,0.0,MH,-121.751587246,37.706492242,2035.0
5439,,1366.0,7809569.31995,0.0,150.0,16701772.6595,35676.4244859,2.0,Sonoma,0.0,0,0.0,residential,2.73238034878e+12,0.0,0.0,Rohnert Park,178382.122429,30.0,,,8713821.21715,1.0,1.10678982337,22.0,0.0,0.0,9999.0,2010078,35676.4244859,surface,0.0,,0.0,2012.0,550.759909058,0.0,550.759909058,30324.960813,22.0,,1.09087057927,2.0,False,0.0,29.0,7987951.44238,0.0,0.0,M,-122.705131955,38.332840141,2035.0
5440,,1000.0,12497687.7156,0.0,150.0,56807671.4348,66832.5546291,3.0,San Francisco,0.0,12,0.0,residential,1.29003226559e+12,12.0,0.0,San Francisco,95475.0780416,145.2,,,36299717.2854,3.5,3.52941176471,57.0,0.0,0.0,2008.0,977009,19095.0156083,deck,0.2,sfo4,8626550.51818,2012.0,1250.0,0.0,1250.0,56807.6714348,57.0,,2.88249408668,5.0,False,0.0,3.0,12593162.7937,0.0,0.0,S,-122.416371551,37.7617134794,2035.0
