juris,tothh,hhincq1,hhincq2,hhincq3,hhincq4,sfdu,mfdu,totemp,agrempn,mwtempn,retempn,fpsempn,herempn,othempn,occupancy_rate,non_residential_sqft,sq_ft_per_employee,deed_restricted_units,inclusionary_units,subsidized_units,inclusionary_revenue_reduction,inclusionary_revenue_reduction_per_unit,total_subsidy,subsidy_per_unit
San Mateo County,22318,3786,5127,5185,8220,20204,2639.0,23649,487.0,4198,1245,6595,6102,5022,0.977017029287,13229621.0,559.415662396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petaluma,21904,4638,5565,5367,6334,18315,4805.0,28981,389.0,5414,3967,5830,7316,6065,0.947404844291,20504643.0,707.520202892,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Rosa,64564,15985,17296,15803,15480,49420,21455.0,74182,564.0,8555,9497,11801,26762,17003,0.910955908289,45533049.0,613.801852201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rohnert Park,17041,4897,4419,3969,3756,9617,8742.0,11918,85.0,1495,2076,2460,3289,2513,0.928209597473,8118583.0,681.203473737,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marin County,29519,5498,6888,6672,10461,23832,6534.0,18199,342.0,716,1603,3496,6958,5084,0.972106961734,8869061.0,487.337820759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richmond,42205,16390,11537,8180,6098,24617,19528.0,36089,178.0,6902,4552,6022,8947,9488,0.95605391324,27214643.0,754.098007703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pittsburg,19937,5703,5558,4771,3905,15512,5745.0,11399,21.0,1419,2060,1259,3781,2859,0.937902808487,9356357.0,820.80507062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orinda,6772,989,1351,1411,3021,6496,374.0,5301,21.0,192,446,2072,1789,781,0.985735080058,1740740.0,328.379551028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alameda,35393,11985,9809,7178,6421,15115,20254.0,29708,12.0,3042,2120,6099,9286,9149,1.00067856032,17340461.0,583.696681029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Napa,27806,6267,7564,6751,7224,22499,7925.0,29886,406.0,3451,4168,4243,11816,5802,0.913949513542,21802074.0,729.507930135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hercules,8601,1750,2129,2161,2561,7286,1673.0,4851,5.0,1583,430,788,1119,926,0.960040183056,3009841.0,620.457843744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Newark,13439,3442,3637,3325,3035,10159,2731.0,17053,28.0,4148,3451,3012,3531,2883,1.04259115593,17983227.0,1054.54917023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alameda County,53492,15420,15312,12207,10553,38429,15675.0,27464,97.0,2672,2475,5406,9932,6882,0.98868845187,18985856.2,691.299745121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martinez,14320,3150,3975,3548,3647,11507,3534.0,21537,22.0,2673,1556,2963,4212,10111,0.952064357423,11476572.0,532.877002368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danville,15568,1774,2961,3573,7260,15109,848.0,12623,41.0,865,1588,4127,3774,2228,0.975621984082,5863441.0,464.504555177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Healdsburg,4359,979,1158,1132,1090,3818,1112.0,9011,187.0,1806,1080,1005,2227,2706,0.884178498986,5579045.0,619.137165686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Concord,49693,14934,13411,11202,10146,30695,21850.0,57216,121.0,6370,7473,12711,18128,12413,0.945722713864,34525656.0,603.42659396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunnyvale,56167,13501,13400,13661,15605,26506,32062.0,91066,118.0,21627,6475,32058,17229,13559,0.959004917361,51412658.6,564.564805745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clayton,3877,559,843,981,1494,4054,17.0,2065,6.0,69,161,402,1053,374,0.952345860968,870340.0,421.472154964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daly City,33195,8625,8712,7828,8030,21236,13060.0,18801,27.0,1204,3341,3360,7758,3111,0.967897130861,10720765.0,570.223126429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rio Vista,3533,781,1072,820,860,3198,94.0,2364,413.0,432,267,188,445,619,1.07320777643,1290835.0,546.038494078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oakland,182753,72911,48738,32972,28132,84630,98747.0,210454,280.0,22222,13039,39616,73563,61734,0.996597174128,125365558.236,595.691021489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lafayette,9508,1476,2058,2280,3694,8013,1712.0,10009,21.0,1027,925,2874,3489,1673,0.977686375321,4749959.0,474.568788091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Pablo,9142,3113,2822,1910,1297,4733,4786.0,7447,19.0,506,957,846,3682,1437,0.960394999475,4715882.0,633.259299047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walnut Creek,32595,7063,8348,7717,9467,16976,17089.0,49985,41.0,2845,5476,14738,18653,8232,0.956847203875,24826798.0,496.68496549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pleasant Hill,13630,2899,3602,3391,3738,10257,3885.0,16522,22.0,587,1958,3532,7191,3232,0.963795785603,9137959.0,553.078259291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Union City,21220,4973,5496,5331,5420,15010,5434.0,21708,34.0,7580,2843,2514,5054,3683,1.0379573469,22348142.0,1029.4887599,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brisbane,6419,4992,533,412,482,1396,5080.0,5531,4.0,2439,281,806,647,1354,0.991198270537,11230454.0,2030.45633701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cloverdale,3026,802,837,739,648,2769,760.0,1709,56.0,401,165,203,399,485,0.857466704449,911163.0,533.155646577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Leandro,34977,12686,9734,7057,5500,21305,13738.0,51480,41.0,17771,6455,5946,10090,11177,0.998116599606,43912780.0,853.006604507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pinole,6680,1655,1973,1673,1379,5777,1136.0,7333,13.0,1011,1635,1161,2320,1193,0.966295385506,4221108.0,575.631801446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fairfield,34039,7491,9217,8634,8697,26577,7713.0,39882,258.0,6139,5666,4290,11735,11794,0.992680081656,27649595.0,693.285065945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Jose,326326,87135,74975,78712,85504,207491,135184.0,414214,1530.0,86607,39510,90133,97707,98727,0.952290070767,247078093.75,596.498654681,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South San Francisco,21036,4675,5563,5102,5696,15999,5698.0,45831,180.0,14924,3597,10265,10088,6777,0.96953495875,33780583.0,737.068425302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palo Alto,27969,5831,6098,6429,9611,17072,11322.0,108773,93.0,11270,4537,31798,50249,10826,0.985032049024,52169630.0,479.619298907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Novato,20551,4012,5222,4967,6350,14899,6233.0,25315,109.0,1486,2831,8849,7014,5026,0.972506151808,13655334.0,539.416709461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hillsborough,3926,392,693,798,2043,3980,0.0,2205,14.0,181,41,843,792,334,0.0,1205865.0,546.87755102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Half Moon Bay,4665,1025,950,1075,1615,3248,1539.0,5015,356.0,340,454,1258,1910,697,0.974514309588,3616906.0,721.217547358,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berkeley,52074,18112,13871,9803,10288,23528,29346.0,118977,46.0,5220,6326,33647,52280,21458,0.984869690207,56740423.24,476.902453752,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solano County,6917,1448,1857,1767,1845,5967,449.0,3690,705.0,802,311,422,551,899,1.07808603491,2510330.0,680.306233062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milpitas,27135,10082,5599,5600,5854,14193,14372.0,38932,65.0,13537,4300,5980,8281,6769,0.949938736216,31116565.0,799.254212473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
American Canyon,5325,1159,1467,1375,1324,3999,1685.0,5363,131.0,1811,879,612,761,1169,0.936840253343,5825022.0,1086.14991609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Redwood City,30696,7003,7433,7267,8993,18395,13116.0,72156,84.0,12849,4252,21809,17293,15869,0.974136015994,35440953.0,491.17125395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mountain View,47819,21616,8540,8250,9413,13858,35152.0,52433,40.0,8963,4939,14321,13187,10983,0.975698836972,32429271.8,618.489725936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonoma,5033,1071,1341,1215,1406,3733,1761.0,6362,173.0,438,873,1018,2706,1154,0.916090280306,3565901.0,560.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fairfax,3466,683,925,845,1013,2656,906.0,1388,5.0,46,211,316,538,272,0.973048848961,750418.0,540.646974063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Clara,47653,12782,11454,11488,11929,22466,27318.0,137180,303.0,36188,8854,43745,27187,20903,0.957195082758,79354906.0,578.472853186,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vallejo,41995,10986,12296,9936,8777,28793,13149.0,28751,121.0,1640,4563,4232,10627,7568,1.0012636498,17796794.0,618.997391395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woodside,2153,188,364,415,1186,2164,2.0,2092,68.0,106,139,649,759,371,0.993998153278,816895.0,390.485181644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Clara County,28158,5654,6752,6814,8938,24486,5294.0,31176,1040.0,2545,1439,5826,13775,6551,0.945533915379,15551830.0,498.839812676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Windsor,8879,1631,2105,2332,2811,8315,1522.0,8176,389.0,1481,1006,1392,1839,2069,0.902612585138,5943858.0,726.988502935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moraga,5681,757,1182,1302,2440,4986,829.0,5264,8.0,301,693,1264,2228,770,0.976956147893,2497281.0,474.407484802,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dixon,5658,1385,1477,1372,1424,5183,984.0,4088,105.0,930,665,349,1333,706,0.917463920869,3672545.0,898.372064579,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vacaville,29983,6056,8193,7814,7920,23412,6407.0,26541,318.0,3047,5370,2839,9215,5752,1.00549984909,18538603.0,698.489243058,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gilroy,13696,3074,3092,3461,4069,10506,4732.0,16324,677.0,2056,4250,1947,4279,3115,0.898805617535,11482549.0,703.415155599,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morgan Hill,13848,3415,2597,3229,4607,11125,3828.0,16929,808.0,4838,2141,2463,3408,3271,0.926101785595,11903708.0,703.154823085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cupertino,21922,4011,4726,5157,8028,14779,7739.0,40841,80.0,7767,3099,12675,11739,5481,0.973532285283,21008999.0,514.409514948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benicia,10801,2171,2815,2716,3099,6912,3604.0,11324,22.0,3918,847,1493,2046,2998,1.02710155953,10094170.0,891.39614977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Larkspur,6173,776,1361,1317,2719,3151,3066.0,7767,9.0,251,1167,1454,3763,1123,0.992922631494,3767398.0,485.051886185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Piedmont,3811,546,802,782,1681,3875,47.0,1578,9.0,37,40,391,661,440,0.971698113208,703004.0,445.503168568,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Mateo,41982,9972,10355,9636,12019,23020,19959.0,57521,34.0,4083,6870,19141,18207,9186,0.976802624538,30314820.0,527.021783349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Rafael,23258,4796,5822,5460,7180,12935,10884.0,42528,111.0,2949,5111,9760,14047,10550,0.976447373945,25703024.0,604.378856283,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Bruno,14820,3560,4173,3559,3528,9912,5419.0,14714,28.0,1065,3050,2654,5147,2770,0.966668840911,7855604.0,533.886366726,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calistoga,1970,407,564,478,521,1572,762.0,2278,64.0,229,181,234,1164,406,0.844044558698,1676932.0,736.142230026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cotati,2987,667,808,762,750,2145,1102.0,2892,22.0,461,489,472,775,673,0.919926085617,2011724.0,695.616874136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mill Valley,6265,1215,1473,1292,2285,4839,1462.0,5706,27.0,261,774,1467,2197,980,0.994286621171,2951745.0,517.305467928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Anselmo,5403,883,1322,1266,1932,4217,1284.0,3056,3.0,231,597,674,998,553,0.982185057262,1697054.0,555.318717277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Altos,11346,2049,2262,2579,4456,9962,1655.0,14478,52.0,580,1234,4498,5107,3007,0.976672118447,6668422.0,460.589998619,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Cerrito,11443,3774,3259,2307,2103,7790,4064.0,4478,5.0,171,923,755,1696,928,0.965328159271,2764094.0,617.260830728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saratoga,10868,1413,1805,2322,5328,10526,589.0,8060,33.0,480,546,2209,3287,1505,0.977777777778,3651116.0,452.992059553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suisun City,8851,1919,2603,2336,1993,8143,975.0,2117,12.0,146,277,322,851,509,0.970717262558,1477193.0,697.776570619,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastopol,3171,756,864,760,791,2394,1138.0,5061,39.0,516,822,675,2003,1006,0.897791619479,2509791.0,495.908120925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campbell,17665,4567,4227,4354,4517,9170,9330.0,25058,40.0,2957,3194,6420,6642,5805,0.954864864865,14766925.0,589.309801261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
St. Helena,2422,483,572,608,759,2049,706.0,5664,1010.0,1364,595,843,1285,567,0.879128856624,3136927.0,553.835981638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albany,7577,2391,2380,1602,1204,4067,3123.0,4706,7.0,292,751,715,1654,1287,1.05382475661,2709246.0,575.70038249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Gatos,12258,1816,2551,3042,4849,9174,3492.0,18141,55.0,1594,2025,4282,6810,3375,0.967787778304,8627179.0,475.562482774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menlo Park,15432,4457,2927,3133,4915,8167,7454.0,38386,140.0,5730,1616,14020,9402,7478,0.987900902631,20383431.0,531.012113791,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Carlos,13549,2225,3203,3173,4948,9103,4622.0,17978,43.0,4038,1918,4689,3774,3516,0.987176684882,12052328.0,670.39314718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Altos Hills,3061,279,500,735,1547,3105,0.0,1630,1.0,49,12,763,517,288,0.0,597900.0,366.809815951,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sausalito,4478,706,1001,1047,1724,1976,2551.0,5034,23.0,364,441,1658,1514,1034,0.989176054782,3063230.0,608.508144617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pacifica,14057,2617,3696,3522,4222,11358,3207.0,6409,7.0,445,1082,1466,2174,1235,0.965121867491,4182162.0,652.545170853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmont,9125,1612,2155,2258,3100,7252,2031.0,8322,4.0,852,852,2083,3030,1501,0.982979640203,5234781.0,629.029199712,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiburon,3893,652,782,826,1633,2720,1145.0,2580,31.0,90,205,910,1009,335,1.00724450194,1466160.0,568.279069767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Palo Alto,7442,1917,1915,1749,1861,4546,3076.0,5432,18.0,401,695,1460,2201,657,0.976384151141,3670698.0,675.754418262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emeryville,6894,2376,1902,1384,1232,1428,4274.0,19708,7.0,2617,2000,4950,5761,4373,1.20904945633,11838587.0,600.699563629,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corte Madera,4316,914,1151,946,1305,3013,1345.0,6337,11.0,420,1577,1130,1970,1229,0.990362551629,3710765.0,585.571248225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foster City,12861,2543,2834,2987,4497,7570,5494.0,19082,133.0,1708,942,9300,3961,3038,0.984461114513,10645492.0,557.881354156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Millbrae,8180,1612,2084,2008,2476,5765,2692.0,6839,8.0,410,937,1221,3122,1141,0.967246068346,4583664.0,670.224301799,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burlingame,12688,2048,2999,3083,4558,7050,6033.0,31874,89.0,6281,2822,9423,8243,5016,0.969808147978,20914565.2,656.163807492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atherton,2494,255,453,520,1266,2523,0.0,2186,5.0,89,30,575,1239,248,0.0,1007615.0,460.940073193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portola Valley,1782,109,251,325,1097,1794,0.0,2912,847.0,161,37,822,732,313,0.993311036789,1012593.0,347.731112637,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monte Sereno,1287,178,231,288,590,1258,100.0,551,10.0,44,6,288,136,67,0.947717231222,204200.0,370.598911071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross,874,133,203,208,330,861,25.0,338,0.0,19,18,56,190,55,0.986455981941,172540.0,510.473372781,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yountville,1115,230,294,243,348,859,392.0,2752,109.0,178,46,121,704,1594,0.891286970424,1219291.0,443.056322674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colma,825,182,264,192,187,394,445.0,4516,2.0,207,2160,207,1344,596,0.983313468415,2015035.0,446.199069973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belvedere,1017,114,196,231,476,898,125.0,315,9.0,5,11,136,106,48,0.994134897361,137930.0,437.873015873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
