juris,tothh,hhincq1,hhincq2,hhincq3,hhincq4,sfdu,mfdu,totemp,agrempn,mwtempn,retempn,fpsempn,herempn,othempn,occupancy_rate,non_residential_sqft,sq_ft_per_employee,deed_restricted_units,inclusionary_units,subsidized_units,inclusionary_revenue_reduction,inclusionary_revenue_reduction_per_unit,total_subsidy,subsidy_per_unit
Sunnyvale,80663,25872,15425,17206,22160,27560.0,54662.0,115955,120.0,19257,6844,46485,26238,17011,0.981039137944,51004806.4156,439.867245186,2728.0,2728.0,0.0,636123074.535,233182.945211,0.0,0.0
Clayton,4025,541,900,963,1621,4122.0,17.0,2101,7.0,69,169,407,1064,385,0.972457115245,855430.0,407.153736316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daly City,37019,9042,9597,8360,10020,21411.0,16471.0,23171,30.0,1125,3381,4598,9707,4330,0.977218731852,10704455.4317,461.976411537,344.0,344.0,0.0,210381607.583,611574.440648,0.0,0.0
Rio Vista,10373,6219,1152,1245,1757,10310.0,94.0,2444,407.0,432,286,195,483,641,0.997020376778,1290835.0,528.164893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oakland,234971,87734,56040,44999,46198,85457.0,148686.0,257524,235.0,20376,14875,58255,98853,64930,1.00353630047,119882995.5,465.521642641,5369.0,5369.0,0.0,2398991778.77,446822.830838,0.0,0.0
Lafayette,10752,2254,2395,2459,3644,8440.0,2533.0,9641,17.0,950,920,2710,3333,1711,0.979859655518,4440800.0,460.61611866,127.0,127.0,0.0,88040227.5671,693230.138324,0.0,0.0
San Pablo,9582,3024,3029,1997,1532,4815.0,5012.0,9978,18.0,607,1191,1196,4772,2194,0.975068688308,4720932.44001,473.134139107,23.0,23.0,0.0,8977971.34639,390346.580278,0.0,0.0
Walnut Creek,38220,8418,8028,8535,13239,19074.0,20118.0,54565,37.0,2397,4664,16240,22226,9001,0.975199020208,23865330.0,437.3743242,495.0,495.0,0.0,465231750.711,939862.122648,0.0,0.0
Pleasant Hill,14005,2759,3647,3364,4235,10414.0,3885.0,19596,24.0,619,2083,3976,9172,3722,0.979439121617,9126244.0,465.719738722,9.0,9.0,0.0,6460029.30204,717781.03356,0.0,0.0
Union City,24183,6143,5955,5562,6523,15441.0,8034.0,30702,35.0,9101,3546,3911,7603,6506,1.03015974441,22344142.0,727.774802944,295.0,295.0,0.0,243017134.215,823786.895645,0.0,0.0
Brisbane,6295,1695,1472,1365,1763,1409.0,5080.0,17574,5.0,2839,1155,6147,3895,3533,0.970103251657,11230454.0,639.038010698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cloverdale,5264,2422,708,809,1325,2906.0,2730.0,1605,51.0,363,157,194,381,459,0.933995741661,866183.0,539.67788162,196.0,196.0,0.0,65459191.8232,333975.468485,0.0,0.0
San Leandro,38521,11381,10718,8362,8060,21288.0,17084.0,66783,46.0,16971,6983,9412,17259,16112,1.00388303972,43479950.3566,651.063150152,323.0,323.0,0.0,134473541.366,416326.753454,0.0,0.0
Pinole,7319,1888,2023,1686,1722,5877.0,1657.0,9007,13.0,857,1754,1482,3229,1672,0.971462702416,4155999.31331,461.418820175,61.0,61.0,0.0,11782875.2779,193161.889801,0.0,0.0
Fairfield,38717,8881,8406,8780,12650,29070.0,8860.0,51643,272.0,7992,7638,6473,16327,12941,1.02074874769,27313550.0,528.891621323,329.0,329.0,0.0,345133316.433,1049037.43597,0.0,0.0
San Jose,440623,134608,81701,97752,126562,212267.0,242406.0,502637,1491.0,84940,49253,109302,145484,112167,0.969098670913,238378826.93,474.256425473,11777.0,11777.0,0.0,3533630413.8,300045.038108,0.0,0.0
South San Francisco,23462,5825,5882,5276,6479,16539.0,7395.0,55440,188.0,12753,3585,16867,13288,8759,0.980279100861,33719923.0296,608.22371987,228.0,228.0,0.0,118685158.457,520548.940601,0.0,0.0
Palo Alto,29131,6254,6791,6910,9176,17110.0,12322.0,123209,100.0,10523,4493,42589,53635,11869,0.989773036151,52089515.0,422.773620434,113.0,113.0,0.0,130728175.506,1156886.50891,0.0,0.0
Novato,21345,3858,5400,5155,6932,15472.0,6247.0,29483,117.0,1555,2568,9497,10072,5674,0.98278005433,13572749.0,460.358477767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hillsborough,3925,529,858,1015,1523,3984.0,0.0,2319,13.0,185,63,859,824,375,0.0,1205865.0,519.993531695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Half Moon Bay,4693,835,1138,1106,1614,3248.0,1539.0,5177,348.0,344,476,1283,1969,757,0.980363484437,3616906.0,698.649024532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berkeley,55731,14920,15609,12025,13177,23699.0,32095.0,139443,45.0,5012,6504,42111,61779,23992,0.998870846328,56560560.4722,405.617782694,280.0,280.0,0.0,182686369.957,652451.321276,0.0,0.0
Solano County,14659,6672,2564,2455,2968,14624.0,449.0,4417,743.0,778,653,419,854,970,0.972533669475,2456789.0,556.212134933,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milpitas,30757,7576,6852,7483,8846,14290.0,17273.0,56445,69.0,14915,5409,10071,14478,11503,0.974463770871,30957799.3287,548.459550513,335.0,335.0,0.0,137857890.77,411516.091851,0.0,0.0
American Canyon,6996,1968,1305,1471,2252,4722.0,2451.0,8159,131.0,2717,1654,591,1322,1744,0.975324132162,5802772.0,711.21117784,144.0,144.0,0.0,153488215.142,1065890.38293,0.0,0.0
Redwood City,35959,9521,8133,8060,10245,18904.0,17615.0,84954,85.0,9963,3846,34445,21514,15101,0.98466551658,35247450.858,414.900426796,570.0,570.0,0.0,419913204.004,736689.831586,0.0,0.0
Mountain View,58549,17353,11907,13016,16273,13934.0,46920.0,69619,44.0,9284,4787,19159,22030,14315,0.962122457028,31746546.6319,456.004059695,1143.0,1143.0,0.0,800202284.39,700089.487655,0.0,0.0
Sonoma,6239,1596,1182,1368,2093,4693.0,1759.0,8071,165.0,361,1036,1163,3864,1482,0.966986980781,3564126.0,441.596580349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fairfax,3560,635,963,876,1086,2698.0,906.0,1680,5.0,37,226,324,778,310,0.987791342952,750418.0,446.677380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Clara,54949,13089,11846,13362,16652,22890.0,33242.0,189112,331.0,32346,9604,78293,44541,23997,0.978924677546,82484273.6837,436.166259591,613.0,613.0,0.0,255820733.723,417325.82989,0.0,0.0
Vallejo,45066,10456,12144,10517,11949,30513.0,13899.0,35308,121.0,2261,5868,4964,13583,8511,1.0147257498,17647175.0,499.806701031,234.0,234.0,0.0,229914127.175,982539.00502,0.0,0.0
Woodside,2523,457,558,572,936,2558.0,2.0,2149,68.0,106,155,657,782,381,0.985546875,808375.0,376.163331782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Clara County,33634,7640,6760,7918,11316,26892.0,7972.0,36521,1024.0,3311,2060,7003,16425,6698,0.964720055071,15483705.0,423.967169574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Windsor,10571,2316,1757,2417,4081,8623.0,2386.0,9182,375.0,1566,1242,1483,2161,2355,0.960214370061,6101214.23945,664.475521613,112.0,112.0,0.0,48708520.8216,434897.507335,0.0,0.0
Moraga,5740,748,1334,1502,2156,5001.0,829.0,5815,8.0,285,762,1570,2298,892,0.984562607204,2486276.0,427.562510748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dixon,6971,2070,1176,1439,2286,6169.0,1078.0,6081,107.0,1031,1749,337,1643,1214,0.961915275286,3666969.75975,603.020845214,101.0,101.0,0.0,101226145.47,1002239.06406,0.0,0.0
Vacaville,33035,5483,7239,8060,12253,23758.0,7904.0,35029,331.0,3928,7912,3258,12205,7395,1.04336428526,18234668.0,520.559193811,179.0,179.0,0.0,98416888.3739,549815.018848,0.0,0.0
Gilroy,19614,5848,2788,3989,6989,14211.0,6473.0,20823,653.0,2716,5110,2105,5955,4284,0.94826919358,11255019.0,540.509004466,531.0,531.0,0.0,296045731.563,557524.918198,0.0,0.0
Morgan Hill,15524,2961,2529,3727,6307,11767.0,4438.0,20682,816.0,4862,2967,2939,4810,4288,0.957975933354,11800979.0,570.591770622,103.0,103.0,0.0,54411685.974,528268.795864,0.0,0.0
Cupertino,24432,4436,5110,6091,8795,16741.0,8226.0,53131,89.0,6233,3070,22061,15044,6634,0.978571714663,20680311.0487,389.232482895,234.0,234.0,0.0,192617923.635,823153.519807,0.0,0.0
Benicia,11799,2301,2728,2788,3982,7364.0,3999.0,18590,29.0,4771,1230,5215,3994,3351,1.03837014873,10021490.0,539.079612695,81.0,81.0,0.0,55544711.9357,685737.184391,0.0,0.0
Larkspur,6303,1038,1619,1542,2104,3151.0,3195.0,8810,10.0,219,919,2413,3910,1339,0.993224078159,3758599.45581,426.628769104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Piedmont,3842,557,959,945,1381,3875.0,47.0,1733,10.0,33,74,468,725,423,0.979602243753,703004.0,405.657241777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Mateo,49243,12873,11603,11038,13729,23480.0,26509.0,67586,33.0,3636,5901,23953,23470,10593,0.985076716878,29485352.0,436.264196727,712.0,712.0,0.0,445090670.608,625127.346359,0.0,0.0
San Rafael,25961,5814,6000,5952,8195,14376.0,11927.0,49118,112.0,2965,4603,12923,17673,10842,0.986997680873,25365944.0,516.42868195,225.0,225.0,0.0,154584832.013,687043.697834,0.0,0.0
San Bruno,18306,5450,4357,3919,4580,10192.0,8709.0,15368,27.0,841,2950,2782,5895,2873,0.968520184117,6956525.09389,452.663007151,334.0,334.0,0.0,302766646.224,906486.964742,0.0,0.0
Calistoga,2384,449,451,510,974,1777.0,762.0,2638,64.0,249,324,245,1269,487,0.938952343442,1675597.0,635.177028052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cotati,3570,887,775,787,1121,2266.0,1440.0,3007,20.0,461,512,469,833,712,0.963302752294,1922909.21291,639.477623182,36.0,36.0,0.0,14607992.3855,405777.566263,0.0,0.0
Mill Valley,8131,2719,1895,1638,1879,4846.0,3377.0,6592,29.0,244,765,1673,2606,1275,0.988811869148,2951745.0,447.776850728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Anselmo,5428,806,1385,1333,1904,4223.0,1282.0,3650,5.0,222,583,766,1323,751,0.986012715713,1697054.0,464.94630137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Altos,12011,1830,2570,3069,4542,10049.0,2157.0,16726,50.0,518,1181,5531,6352,3094,0.984024250369,6593945.71621,394.233272522,52.0,52.0,0.0,40792355.3484,784468.372084,0.0,0.0
El Cerrito,11933,3121,3707,2634,2471,7849.0,4360.0,5738,5.0,225,957,853,2434,1264,0.97739372594,2720967.30038,474.201341998,24.0,24.0,0.0,12467637.0163,519484.875678,0.0,0.0
Saratoga,10985,1398,2101,2762,4724,10583.0,589.0,9488,33.0,434,677,2853,3774,1717,0.983261725743,3651116.0,384.814080944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suisun City,9651,2124,2285,2309,2933,8266.0,1408.0,2992,11.0,155,543,313,1250,720,0.997622493281,1526725.0604,510.269070988,52.0,52.0,0.0,24286986.953,467057.441405,0.0,0.0
Sebastopol,4992,1595,848,990,1559,2418.0,2930.0,5050,32.0,493,833,646,2031,1015,0.933433059088,2253813.31178,446.299665699,166.0,166.0,0.0,99574092.3689,599843.929933,0.0,0.0
Campbell,18945,4053,4178,4788,5926,9322.0,10083.0,31825,39.0,3539,3504,7270,10367,7106,0.976294769389,14614302.0,459.208232522,74.0,74.0,0.0,30059996.8778,406216.174024,0.0,0.0
St. Helena,3002,661,517,641,1183,2548.0,706.0,5670,987.0,1348,599,844,1308,584,0.922556853104,3123465.0,550.875661376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albany,7832,1974,2464,1751,1643,4065.0,3389.0,5621,8.0,342,765,984,2072,1450,1.05071102764,2613325.68432,464.921843857,16.0,16.0,0.0,9295142.08927,580946.380579,0.0,0.0
Los Gatos,12418,1546,2649,3169,5054,9174.0,3492.0,21235,53.0,1679,2151,5119,8199,4034,0.980420022106,8627179.0,406.271674123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menlo Park,17819,3969,4156,4255,5439,8201.0,9850.0,44996,135.0,5100,1450,18731,12101,7479,0.987147526453,19974269.3635,443.912111376,81.0,81.0,0.0,63860313.5811,788398.9331,0.0,0.0
San Carlos,13714,2069,3424,3464,4757,9109.0,4676.0,21653,43.0,3530,1835,6630,5261,4354,0.994849474066,12030078.0,555.584815037,2.0,2.0,0.0,1258914.92526,629457.462629,0.0,0.0
Los Altos Hills,3066,288,644,848,1286,3105.0,0.0,1732,1.0,54,14,907,487,269,0.0,597900.0,345.207852194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sausalito,4521,812,1250,1077,1382,1996.0,2548.0,5798,22.0,353,426,1812,1976,1209,0.994938380282,3063230.0,528.325284581,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pacifica,14312,2777,3790,3477,4268,11415.0,3207.0,7302,8.0,496,1297,1548,2473,1480,0.978799069895,4166857.0,570.645987401,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmont,9622,1794,2417,2404,3007,7633.0,2100.0,9983,4.0,852,874,2770,3645,1838,0.988595499846,5209719.4443,521.859104908,39.0,39.0,0.0,46876636.2425,1201965.03186,0.0,0.0
Tiburon,3843,770,948,887,1238,2721.0,1145.0,2902,30.0,75,276,892,1215,414,0.994050698396,1466160.0,505.22398346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Palo Alto,9937,3323,2256,2042,2316,4754.0,5277.0,6998,14.0,484,579,1646,3042,1233,0.990629049945,3547454.79866,506.924092406,233.0,233.0,0.0,178723852.768,767055.162094,0.0,0.0
Emeryville,14283,7058,2513,2164,2548,1437.0,11750.0,20559,5.0,2051,1536,5216,7065,4686,1.08311215591,10018532.0,487.306386497,850.0,850.0,0.0,433670814.377,510200.958091,0.0,0.0
Corte Madera,4335,850,1267,1004,1214,3026.0,1345.0,7444,10.0,435,1372,1577,2565,1485,0.991763898421,3710765.0,498.49073079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foster City,14229,3700,3386,3213,3930,7908.0,6548.0,21796,132.0,1433,881,11634,4614,3102,0.984297177643,10631317.0,487.764589833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Millbrae,10980,2971,2520,2361,3128,5875.0,5635.0,12923,8.0,487,1075,5231,4558,1564,0.953953084275,6140601.20804,475.168398053,67.0,67.0,0.0,71184489.44,1062455.06627,0.0,0.0
Burlingame,13788,2281,2883,3282,5342,7011.0,7027.0,38305,93.0,5279,2593,13360,9998,6982,0.982191195327,20853766.7959,544.413700453,80.0,80.0,0.0,29571489.8212,369643.622765,0.0,0.0
Atherton,2497,332,582,598,985,2523.0,0.0,2285,5.0,94,43,600,1253,290,0.0,1007615.0,440.969365427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portola Valley,1763,133,307,434,889,1794.0,0.0,2975,830.0,160,38,873,747,327,0.982720178372,1012593.0,340.367394958,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monte Sereno,1328,131,246,363,588,1258.0,100.0,563,9.0,46,7,289,141,71,0.977908689249,204200.0,362.69982238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross,883,127,218,221,317,865.0,25.0,408,0.0,19,23,81,207,78,0.992134831461,172540.0,422.892156863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yountville,1204,181,222,265,536,878.0,392.0,2771,107.0,177,57,122,710,1598,0.948031496063,1219291.0,440.018404908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colma,1228,505,206,189,328,400.0,835.0,4884,2.0,235,2209,261,1487,690,0.994331983806,1996336.81583,408.750371791,38.0,38.0,0.0,17758053.2366,467317.190438,0.0,0.0
Belvedere,1017,158,231,248,380,898.0,125.0,321,9.0,4,12,139,107,50,0.994134897361,137930.0,429.68847352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
