zone_id,SD,ZONE,COUNTY,AGREMPN,FPSEMPN,HEREMPN,RETEMPN,TOTEMP,MWTEMPN,OTHEMPN,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,SHPOP62P,TOTHH,GQPOP,MFDU,SFDU,CIACRE_UNWEIGHTED,RESACRE_UNWEIGHTED,CIACRE,RESACRE,TOTACRE,HHPOP,TOTPOP,EMPRES,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P
11,1,11,1,1.0,2806.0,3680.0,2110.0,11400,309.0,2494.0,1181.0,616.0,459.0,463.0,0.148,2719.0,175,2923.0,10.0,32.5687934652,14.8537347597,38.0,12.5886183674,81.0,4694,4869,2406,133.0,411.0,2050.0,1685.0,590.0
12,1,12,1,18.0,6147.0,5511.0,530.0,15988,335.0,3447.0,294.0,287.0,180.0,173.0,0.09,934.0,10,984.0,0.0,28.6096281929,7.59070568848,16.0,1.0,53.3,1413,1423,945,11.0,16.0,826.0,485.0,85.0
13,1,13,1,6.0,15037.0,4218.0,721.0,21616,256.0,1378.0,0.0,0.0,3.0,4.0,0.09,7.0,10,8.0,0.0,12.7835204946,2.15097801455,19.3762501755,1.0,26.5,11,21,7,0.0,1.0,12.0,7.0,1.0
14,1,14,1,13.0,23674.0,6645.0,213.0,35853,1913.0,3395.0,149.0,122.0,100.0,140.0,0.09,511.0,7,552.0,0.0,17.2181177196,1.85164391462,27.3987313907,1.0,30.6,777,784,509,8.0,8.0,454.0,268.0,46.0
15,1,15,1,8.0,10726.0,3325.0,153.0,16922,556.0,2154.0,43.0,72.0,75.0,107.0,0.09,297.0,50,319.0,0.0,10.4022482661,4.90677927723,14.0,3.0,28.5,450,500,318,4.0,7.0,289.0,170.0,30.0
16,1,16,1,67.0,11246.0,6768.0,2575.0,24650,446.0,3548.0,3636.0,969.0,809.0,1026.0,0.076,6440.0,137,6720.0,15.0,37.4728181629,30.1657197762,72.0,13.7324704823,123.4,10624,10761,7621,221.0,284.0,6875.0,2819.0,562.0
17,1,17,1,4.0,3203.0,2234.0,346.0,9749,296.0,3666.0,1212.0,837.0,837.0,1404.0,0.076,4290.0,441,4531.0,25.0,32.5964101502,42.8979332935,36.0,23.845178051,152.3,7073,7514,5163,155.0,198.0,4800.0,1969.0,392.0
18,1,18,1,22.0,1915.0,1485.0,375.0,6719,462.0,2460.0,227.0,285.0,252.0,295.0,0.056,1059.0,385,1087.0,56.0,36.6335240821,21.0007725946,50.0,2.09940815624,107.3,1751,2136,1219,36.0,138.0,1422.0,464.0,76.0
19,1,19,1,3.0,2395.0,1613.0,947.0,10879,963.0,4958.0,406.0,153.0,135.0,139.0,0.056,833.0,234,863.0,22.0,53.8700551228,22.0703114179,74.0,14.1994600649,125.4,1374,1608,931,27.0,104.0,1070.0,350.0,57.0
20,1,20,1,2.0,816.0,1188.0,263.0,3602,383.0,950.0,945.0,460.0,311.0,298.0,0.394,2014.0,365,2017.0,97.0,33.3522752413,30.0178779796,35.0,15.3535891004,98.3,3367,3732,1516,74.0,190.0,1148.0,850.0,1470.0
21,1,21,1,3.0,2544.0,2421.0,397.0,7720,261.0,2094.0,2063.0,563.0,380.0,465.0,0.394,3471.0,434,3520.0,117.0,28.5206368898,22.3341049241,44.0,15.1894250124,78.9,5806,6240,2504,124.0,317.0,1920.0,1420.0,2459.0
22,1,22,1,6.0,13106.0,5167.0,303.0,20264,424.0,1258.0,259.0,347.0,288.0,410.0,0.317,1304.0,20,1291.0,98.0,26.3225488575,16.6162143641,46.0,9.0,87.7,2086,2106,1125,30.0,40.0,536.0,886.0,614.0
23,1,23,1,3.0,5285.0,2585.0,252.0,11549,1372.0,2052.0,178.0,151.0,132.0,184.0,0.317,645.0,7,628.0,43.0,49.0666215131,10.2131394238,20.0,4.41299663674,90.8,1031,1038,558,15.0,19.0,264.0,437.0,303.0
24,1,24,1,12.0,10074.0,3521.0,208.0,17359,599.0,2945.0,228.0,161.0,120.0,134.0,0.369,643.0,8,668.0,0.0,14.0381323551,9.14630259319,20.403578318,2.0,39.0,1038,1046,342,31.0,45.0,210.0,394.0,366.0
25,1,25,1,0.0,357.0,656.0,265.0,1551,71.0,202.0,571.0,471.0,285.0,293.0,0.41,1620.0,7,1553.0,130.0,2.92836745836,11.0563241036,4.0,4.0,21.0,3570,3577,1168,111.0,407.0,638.0,972.0,1449.0
26,1,26,1,3.0,2470.0,1099.0,128.0,4087,83.0,304.0,248.0,236.0,138.0,143.0,0.349,765.0,14,793.0,7.0,3.62406482228,5.49789568607,5.0,2.0,13.0,1654,1668,618,49.0,169.0,404.0,478.0,568.0
27,1,27,1,0.0,362.0,891.0,110.0,1687,30.0,294.0,543.0,420.0,293.0,341.0,0.369,1597.0,0,1540.0,68.0,5.00569833245,11.4440215327,6.0,8.0,26.0,3321,3321,1376,98.0,339.0,770.0,913.0,1201.0
28,1,28,1,0.0,209.0,158.0,11.0,508,13.0,117.0,492.0,605.0,508.0,609.0,0.269,2214.0,2,2331.0,0.0,7.55836048091,20.4952438485,5.0,20.0,44.0,3955,3957,2465,121.0,178.0,1476.0,1173.0,1009.0
29,1,29,1,1.0,442.0,2285.0,39.0,3004,11.0,226.0,1009.0,1071.0,751.0,700.0,0.184,3531.0,368,3692.0,0.0,6.07797124687,19.1817467215,4.0,15.0,37.0,5392,5760,3235,112.0,233.0,2837.0,1617.0,961.0
30,1,30,1,0.0,326.0,919.0,107.0,2165,57.0,756.0,1270.0,1260.0,881.0,848.0,0.139,4259.0,592,4539.0,0.0,9.18419620514,19.0436647601,10.0,14.0,46.0,7231,7823,3890,336.0,684.0,3830.0,2023.0,950.0
31,1,31,1,0.0,811.0,1077.0,90.0,2296,41.0,277.0,914.0,805.0,560.0,511.0,0.171,2790.0,91,2928.0,10.0,4.50024902797,14.6094963072,9.0,8.53555266536,32.0,4157,4248,2307,132.0,251.0,2115.0,1084.0,666.0
32,1,32,1,0.0,659.0,1732.0,234.0,3222,91.0,506.0,879.0,947.0,620.0,750.0,0.212,3196.0,26,3268.0,120.0,10.5632935717,28.0543848166,13.0,21.0,58.0,5405,5431,3455,120.0,366.0,2436.0,1422.0,1087.0
33,1,33,1,0.0,376.0,786.0,189.0,2233,128.0,754.0,814.0,801.0,554.0,647.0,0.206,2816.0,11,2800.0,127.0,6.27698909035,31.3025167584,9.0,24.022609254,59.0,5539,5550,3218,156.0,417.0,2467.0,1434.0,1076.0
34,1,34,1,0.0,105.0,249.0,168.0,638,28.0,88.0,739.0,747.0,571.0,807.0,0.22,2864.0,1,2910.0,0.0,2.77119176329,36.2870287908,4.0,29.0,60.0,4758,4759,3065,101.0,170.0,2352.0,1133.0,1003.0
35,1,35,1,0.0,113.0,103.0,19.0,291,22.0,34.0,567.0,683.0,545.0,774.0,0.236,2569.0,0,2608.0,111.0,1.90966431542,34.4371292717,2.0,30.0,58.0,5084,5084,2885,166.0,439.0,1983.0,1354.0,1142.0
36,1,36,1,0.0,455.0,1044.0,227.0,2626,89.0,811.0,1036.0,733.0,515.0,622.0,0.38,2906.0,0,2960.0,65.0,6.41343733599,21.2836735949,7.0,14.0,47.0,5912,5912,2038,185.0,503.0,1400.0,1608.0,2216.0
37,1,37,1,0.0,1306.0,1071.0,142.0,3024,178.0,327.0,686.0,642.0,448.0,441.0,0.223,2217.0,1,2229.0,57.0,6.88768784477,20.8518304083,8.0,12.0,43.0,4328,4329,2361,138.0,396.0,1588.0,1314.0,893.0
38,1,38,1,0.0,930.0,464.0,242.0,2398,70.0,692.0,640.0,799.0,652.0,687.0,0.201,2778.0,16,2837.0,47.0,10.4802789679,40.6083740064,6.0,37.0,83.0,5132,5148,3258,184.0,313.0,2139.0,1576.0,936.0
39,1,39,1,0.0,95.0,88.0,48.0,325,8.0,86.0,564.0,637.0,537.0,511.0,0.238,2249.0,0,2190.0,150.0,5.31625914073,36.0280685762,6.0,31.0,67.0,4322,4322,2368,158.0,282.0,1716.0,1190.0,976.0
40,1,40,1,3.0,627.0,2031.0,1003.0,5667,1177.0,826.0,849.0,845.0,529.0,717.0,0.217,2940.0,6,2969.0,0.0,38.0579360684,50.2343221898,28.0,43.0,128.0,4833,4839,3066,126.0,140.0,2251.0,1344.0,978.0
41,1,41,1,2.0,3155.0,5823.0,918.0,12878,1022.0,1958.0,826.0,444.0,401.0,505.0,0.237,2176.0,16,2156.0,111.0,88.6053794817,36.5030893952,90.0,20.0,183.0,3920,3936,2000,94.0,254.0,1703.0,987.0,898.0
42,1,42,1,0.0,29.0,71.0,5.0,311,21.0,185.0,4789.0,538.0,350.0,294.0,0.019,5971.0,0,6122.0,144.0,95.6112873708,90.3398760321,484.0,171.202147296,628.0,20072,20072,10028,735.0,2795.0,14246.0,2138.0,158.0
43,2,43,1,3.0,352.0,1037.0,298.0,2548,58.0,800.0,789.0,995.0,737.0,1022.0,0.184,3543.0,18,3156.0,408.0,106.070562081,62.4872401968,5.00000000048,57.0,199.0,5807,5825,3802,203.0,163.0,3176.0,1260.0,1023.0
44,2,44,1,0.0,434.0,815.0,96.0,1532,36.0,151.0,1012.0,1153.0,751.0,964.0,0.176,3880.0,91,3713.0,198.0,26.2734167739,61.496489613,14.0,56.0,136.0,6401,6492,4373,138.0,182.0,3765.0,1309.0,1098.0
45,2,45,1,1.0,639.0,932.0,378.0,3201,119.0,1132.0,619.0,727.0,541.0,793.0,0.162,2680.0,0,2578.0,127.0,6.76859063683,54.4961241194,15.0,40.1928569464,93.0,4547,4547,3232,141.0,150.0,2457.0,1128.0,671.0
46,2,46,1,1.0,389.0,696.0,90.0,1581,45.0,360.0,1307.0,1232.0,887.0,1055.0,0.181,4481.0,122,4441.0,79.0,15.9911555682,53.4822432678,8.0,42.1907120378,102.0,7216,7338,4893,178.0,262.0,3752.0,1930.0,1216.0
47,2,47,1,1.0,610.0,3299.0,306.0,5399,95.0,1088.0,661.0,525.0,342.0,525.0,0.184,2053.0,34,2055.0,18.0,8.9062403905,29.6217918127,11.0,24.2835636844,56.0,3230,3264,2079,117.0,114.0,1563.0,926.0,544.0
48,2,48,1,5.0,181.0,468.0,81.0,905,19.0,151.0,556.0,625.0,435.0,552.0,0.147,2168.0,49,1996.0,184.0,2.5066155186,45.8963585339,4.0,40.0,88.0,3936,3985,2660,163.0,197.0,2046.0,1065.0,514.0
49,2,49,1,12.0,240.0,322.0,33.0,738,11.0,120.0,591.0,699.0,459.0,823.0,0.186,2572.0,31,2162.0,428.0,5.18552337359,83.4711390751,6.0,76.0,135.0,4755,4786,3206,241.0,365.0,1862.0,1530.0,788.0
50,2,50,1,1.0,363.0,1174.0,294.0,2695,63.0,800.0,477.0,608.0,527.0,997.0,0.192,2609.0,3,2297.0,332.0,11.2516213258,67.439097739,12.0,59.0,121.0,4580,4583,3218,200.0,243.0,2148.0,1173.0,819.0
51,2,51,1,2.0,153.0,157.0,30.0,450,7.0,101.0,468.0,625.0,479.0,695.0,0.178,2267.0,11,2035.0,243.0,18.7828977538,48.8377220918,15.0,46.0,107.0,3804,3815,2489,177.0,126.0,2028.0,844.0,640.0
52,2,52,1,7.0,600.0,369.0,13.0,2081,234.0,858.0,134.0,226.0,213.0,372.0,0.022,945.0,10,842.0,110.0,0.0,1507.42949434,280.0,57.0,1491.0,2777,2787,1648,229.0,327.0,1881.0,319.0,31.0
53,2,53,1,26.0,425.0,2141.0,70.0,5233,40.0,2531.0,19.0,12.0,8.0,9.0,0.043,48.0,140,50.0,0.0,1026.53839522,0.164392683082,13.0,5.0,1097.0,62,202,66,2.0,5.0,139.0,53.0,3.0
54,2,54,1,1.0,133.0,383.0,208.0,813,15.0,73.0,645.0,738.0,673.0,773.0,0.225,2829.0,87,1628.0,1265.0,9.18323893722,104.504908879,4.0,105.0,257.0,6770,6857,3728,258.0,745.0,2425.0,1984.0,1445.0
55,2,55,1,3.0,56.0,57.0,58.0,630,3.0,453.0,400.0,528.0,327.0,350.0,0.215,1605.0,0,811.0,820.0,0.971661668212,59.1287569376,1.0,58.0,97.0,3803,3803,1921,176.0,417.0,1302.0,1151.0,757.0
56,2,56,1,0.0,50.0,284.0,36.0,678,8.0,300.0,23.0,13.0,13.0,16.0,0.452,65.0,213,53.0,15.0,255.949248569,2.04015354754,157.0,2.0,250.0,137,350,222,5.0,20.0,70.0,99.0,156.0
57,2,57,1,5.0,95.0,168.0,18.0,333,7.0,40.0,190.0,264.0,187.0,354.0,0.235,995.0,0,271.0,737.0,7.98907065824,83.5119936242,3.0,80.0,137.0,2558,2558,1529,195.0,367.0,592.0,850.0,554.0
58,2,58,1,0.0,79.0,331.0,187.0,728,18.0,113.0,752.0,739.0,536.0,519.0,0.206,2546.0,34,2233.0,343.0,8.96665389266,58.9890481206,11.0,54.0,104.0,5793,5827,3165,214.0,680.0,2214.0,1603.0,1116.0
59,2,59,1,0.0,130.0,443.0,39.0,838,17.0,209.0,804.0,1028.0,727.0,764.0,0.225,3323.0,85,1907.0,1479.0,20.0581395107,117.386446285,21.0,110.0,200.0,8136,8221,4440,325.0,934.0,2863.0,2365.0,1734.0
60,2,60,1,3.0,26.0,80.0,10.0,161,13.0,29.0,427.0,458.0,381.0,377.0,0.222,1643.0,1,945.0,722.0,3.14177835944,56.0699978368,2.0,55.0,87.0,4084,4085,2263,182.0,449.0,1508.0,1088.0,858.0
61,2,61,1,0.0,63.0,260.0,52.0,864,7.0,482.0,541.0,640.0,416.0,393.0,0.228,1990.0,3,1556.0,463.0,2.11498757073,57.1440327883,4.0,54.0,90.0,4661,4664,2466,193.0,525.0,1728.0,1204.0,1014.0
62,2,62,1,1.0,223.0,515.0,169.0,1263,44.0,311.0,848.0,1004.0,765.0,752.0,0.195,3369.0,8,2896.0,507.0,9.61477118366,89.716256884,11.0,80.0,158.0,7629,7637,4256,362.0,820.0,2934.0,2154.0,1367.0
63,2,63,1,0.0,158.0,319.0,77.0,691,22.0,115.0,507.0,670.0,544.0,577.0,0.209,2298.0,8,1603.0,735.0,4.80870896051,75.9460072673,5.0,71.0,129.0,5484,5492,3010,260.0,593.0,2024.0,1550.0,1065.0
64,2,64,1,0.0,199.0,264.0,140.0,1229,31.0,595.0,773.0,881.0,580.0,707.0,0.199,2941.0,11,2273.0,707.0,6.63358521072,85.2460184039,6.0,80.0,146.0,7024,7035,3761,293.0,822.0,2767.0,1842.0,1311.0
65,2,65,1,0.0,298.0,548.0,239.0,1438,55.0,298.0,605.0,783.0,529.0,620.0,0.179,2537.0,29,2178.0,381.0,24.5611620572,63.128210681,14.0,56.0,136.0,5631,5660,3206,302.0,559.0,2370.0,1502.0,927.0
66,2,66,1,0.0,191.0,713.0,244.0,1435,103.0,184.0,530.0,576.0,433.0,471.0,0.192,2010.0,92,1689.0,333.0,11.1770619008,56.8692644778,15.0,49.0,105.0,4368,4460,2470,186.0,465.0,1854.0,1158.0,797.0
67,2,67,1,0.0,92.0,95.0,59.0,327,14.0,67.0,596.0,682.0,491.0,505.0,0.174,2274.0,10,1791.0,499.0,5.11890363424,56.3756375994,7.0736397593,53.0,96.0,5331,5341,3023,228.0,584.0,2288.0,1390.0,851.0
68,2,68,1,0.0,65.0,278.0,40.0,484,19.0,82.0,350.0,379.0,252.0,412.0,0.164,1393.0,12,1133.0,267.0,8.60581084163,36.6586165033,4.0,34.0,72.0,3008,3020,1806,106.0,231.0,1502.0,725.0,456.0
69,2,69,1,2.0,631.0,4533.0,486.0,6570,65.0,853.0,697.0,800.0,604.0,646.0,0.134,2747.0,2699,2101.0,686.0,43.5615366707,95.7385349108,46.0,97.0641168391,208.0,5844,8543,4522,242.0,1514.0,4215.0,1495.0,1077.0
70,2,70,1,3.0,837.0,1881.0,503.0,4866,166.0,1476.0,741.0,872.0,666.0,756.0,0.186,3035.0,10,2583.0,480.0,28.9962394272,90.5636253621,29.0,82.0,182.0,6063,6073,3843,282.0,463.0,2781.0,1488.0,1059.0
71,2,71,1,15.0,402.0,1426.0,180.0,2476,44.0,409.0,407.0,404.0,433.0,850.0,0.208,2094.0,285,1498.0,592.0,7.75871611881,85.6565490136,11.0,72.0,145.0,4460,4745,2901,257.0,508.0,1661.0,1415.0,904.0
72,2,72,1,0.0,276.0,986.0,60.0,1654,45.0,287.0,370.0,324.0,221.0,265.0,0.232,1180.0,163,966.0,227.0,8.19431521829,29.1220470914,13.0,21.838976003,59.0,2360,2523,1675,63.0,121.0,1182.0,593.0,564.0
73,2,73,1,0.0,312.0,1050.0,158.0,2589,658.0,411.0,968.0,549.0,472.0,614.0,0.255,2603.0,101,2373.0,251.0,6.8301934198,37.5658671429,9.0,32.0,69.0,4163,4264,2538,86.0,143.0,1927.0,1054.0,1054.0
74,2,74,1,0.0,795.0,3097.0,279.0,4800,72.0,557.0,717.0,636.0,487.0,575.0,0.397,2415.0,167,2313.0,128.0,22.7770730042,29.7242813185,24.0,17.0,84.0,3895,4062,1562,111.0,245.0,1353.0,715.0,1638.0
75,2,75,1,1.0,1284.0,1577.0,425.0,4711,128.0,1296.0,560.0,554.0,438.0,445.0,0.357,1997.0,154,2035.0,0.0,11.7574297151,13.5759409754,13.0,10.4926380746,44.0,2872,3026,1598,46.0,68.0,1176.0,656.0,1080.0
76,2,76,1,4.0,758.0,1001.0,133.0,5155,78.0,3181.0,519.0,480.0,396.0,435.0,0.252,1830.0,13,1940.0,7.0,6.60224929279,13.6084263562,13.0,7.37879213579,41.0,2777,2790,1385,50.0,86.0,1192.0,794.0,668.0
77,2,77,1,0.0,282.0,807.0,97.0,1598,58.0,354.0,892.0,601.0,416.0,450.0,0.243,2359.0,95,2330.0,83.0,19.8542789089,28.8835942219,25.0,15.0,69.0,4451,4546,2159,179.0,415.0,1809.0,1067.0,1076.0
78,2,78,1,0.0,308.0,500.0,44.0,2240,25.0,1363.0,2548.0,241.0,143.0,154.0,0.309,3086.0,12,2550.0,323.0,19.0771524753,41.9396153059,9.0,22.0,91.0,6060,6072,2042,290.0,805.0,1813.0,1297.0,1867.0
79,2,79,1,1.0,782.0,2639.0,117.0,4590,60.0,991.0,930.0,573.0,392.0,445.0,0.102,2340.0,44,2415.0,48.0,10.4703007588,26.4620899497,25.3802797577,11.9938611903,68.0,3712,3756,2390,92.0,289.0,2100.0,967.0,308.0
80,2,80,1,0.0,116.0,188.0,25.0,413,3.0,81.0,753.0,541.0,380.0,442.0,0.096,2116.0,89,1833.0,352.0,5.50491633114,33.6686745179,6.0,31.0,59.0,4400,4489,2551,189.0,470.0,2537.0,934.0,359.0
81,2,81,1,1.0,391.0,948.0,102.0,2257,63.0,752.0,1311.0,1081.0,859.0,917.0,0.09,4168.0,261,4030.0,346.0,12.5682176122,53.5248672422,21.0,42.113085948,110.0,7656,7917,5249,224.0,527.0,4765.0,1838.0,563.0
82,2,82,1,1.0,332.0,1111.0,344.0,2646,71.0,787.0,533.0,486.0,423.0,436.0,0.123,1878.0,19,1845.0,66.0,12.2126888434,35.2502763363,15.0,29.0,76.0,3472,3491,2304,71.0,105.0,2073.0,876.0,366.0
83,2,83,1,10.0,112.0,91.0,14.0,271,5.0,39.0,485.0,678.0,531.0,610.0,0.163,2304.0,0,1806.0,526.0,19.7046997582,64.051409526,2.0,60.0,119.0,4042,4042,2701,94.0,114.0,1844.0,1443.0,547.0
84,2,84,1,1.0,175.0,390.0,111.0,1601,43.0,881.0,485.0,643.0,552.0,740.0,0.078,2420.0,97,2288.0,160.0,6.78651359605,82.6294397943,4.0,42.0,117.0,4903,5000,3367,127.0,289.0,3154.0,1136.0,294.0
85,2,85,1,0.0,255.0,474.0,310.0,1779,37.0,703.0,593.0,619.0,396.0,317.0,0.146,1925.0,244,1875.0,76.0,21.0830736629,32.0100036576,11.0,26.0,77.0,3824,4068,2503,83.0,193.0,2505.0,722.0,565.0
86,2,86,1,0.0,318.0,833.0,54.0,1446,25.0,216.0,904.0,855.0,695.0,829.0,0.115,3283.0,184,3219.0,138.0,19.0268823117,61.0132045046,16.377357634,51.1857263767,125.0,6788,6972,3896,280.0,796.0,3531.0,1685.0,680.0
87,2,87,1,0.0,200.0,2130.0,61.0,2643,21.0,231.0,649.0,686.0,513.0,604.0,0.166,2452.0,387,2337.0,146.0,8.48418905489,52.5588853862,14.0,43.0,93.0,5008,5395,3252,173.0,261.0,2979.0,1139.0,843.0
88,2,88,1,0.0,165.0,593.0,421.0,1337,25.0,133.0,533.0,668.0,612.0,808.0,0.064,2621.0,79,2506.0,162.0,7.73930808813,47.7350812738,11.0,40.0,85.0,5339,5418,4015,160.0,212.0,3643.0,1162.0,241.0
89,2,89,1,0.0,209.0,471.0,132.0,1111,76.0,223.0,790.0,1104.0,785.0,977.0,0.1,3656.0,121,3135.0,568.0,7.12549932858,96.1172550419,5.0,89.0,150.0,7452,7573,5323,311.0,495.0,4188.0,1982.0,597.0
90,3,90,1,3.0,351.0,2164.0,121.0,3161,51.0,471.0,566.0,668.0,423.0,474.0,0.095,2131.0,136,1927.0,230.0,9.2079033111,46.3023633852,9.0,42.0,86.0,4436,4572,2928,165.0,321.0,2668.0,1068.0,350.0
91,3,91,1,4.0,987.0,5821.0,97.0,7938,78.0,951.0,525.0,615.0,511.0,657.0,0.174,2308.0,401,1444.0,894.0,117.782531744,102.658286894,100.0,91.0,320.0,4744,5145,2741,316.0,443.0,2236.0,1330.0,820.0
92,3,92,1,1.0,1045.0,6865.0,45.0,9423,81.0,1386.0,571.0,152.0,165.0,209.0,0.456,1097.0,997,145.0,876.0,111.809529683,85.9302075217,75.0000000003,83.0,283.0,2375,3372,1101,98.0,281.0,611.0,853.0,1529.0
93,3,93,1,0.0,161.0,143.0,39.0,413,15.0,55.0,978.0,1211.0,1028.0,1122.0,0.133,4339.0,1,3369.0,1012.0,12.4728825408,119.033395348,1.00000000004,109.0,227.0,7501,7502,5114,146.0,226.0,3886.0,2449.0,795.0
94,3,94,1,0.0,257.0,460.0,143.0,1018,25.0,133.0,274.0,330.0,351.0,423.0,0.134,1378.0,112,1149.0,248.0,4.80520350424,41.3610838755,5.0,36.0,68.0,2610,2722,1773,59.0,82.0,1380.0,913.0,288.0
95,3,95,1,1.0,220.0,359.0,73.0,1228,18.0,557.0,294.0,404.0,349.0,441.0,0.132,1488.0,17,897.0,608.0,3.76447130481,53.9325586242,3.0,51.0,86.0,2977,2994,1886,140.0,216.0,1358.0,963.0,317.0
96,3,96,1,0.0,81.0,76.0,21.0,230,3.0,49.0,258.0,326.0,285.0,372.0,0.123,1241.0,1,706.0,552.0,0.459228618249,48.0660200006,1.0,44.0,75.0,2650,2651,1741,140.0,206.0,1257.0,781.0,267.0
97,3,97,1,0.0,133.0,304.0,87.0,1053,29.0,500.0,355.0,433.0,391.0,534.0,0.122,1713.0,1,1322.0,448.0,4.57890065118,52.9126387386,5.0,47.0,84.0,3488,3489,2253,180.0,235.0,1732.0,991.0,351.0
98,3,98,1,2.0,250.0,273.0,127.0,753,14.0,87.0,424.0,521.0,469.0,586.0,0.122,2000.0,1,1546.0,501.0,3.95812497096,64.6771493806,5.0,60.0654283536,106.0,4179,4180,2482,192.0,288.0,2065.0,1220.0,415.0
99,3,99,1,0.0,118.0,457.0,101.0,845,40.0,129.0,478.0,635.0,449.0,520.0,0.114,2082.0,191,2124.0,18.0,5.13775520715,44.3223886957,4.0,38.0,72.0,4223,4414,2758,199.0,332.0,2414.0,1040.0,429.0
100,3,100,1,0.0,297.0,1068.0,272.0,2233,78.0,518.0,410.0,485.0,401.0,522.0,0.129,1818.0,74,1811.0,88.0,13.8149071459,35.623516538,19.0,27.0,80.0,4542,4616,2728,266.0,607.0,2226.0,980.0,537.0
101,3,101,1,3.0,402.0,895.0,283.0,2089,90.0,416.0,774.0,642.0,590.0,715.0,0.122,2721.0,148,2621.0,229.0,11.9068066375,44.3964797151,19.0,34.2718593964,87.0,6970,7118,4115,446.0,1063.0,3436.0,1376.0,797.0
102,3,102,1,0.0,141.0,290.0,55.0,858,70.0,302.0,568.0,747.0,683.0,824.0,0.123,2822.0,50,2764.0,171.0,5.69153285349,53.1371319284,3.0,45.3053197023,81.0,5379,5429,3600,164.0,354.0,3037.0,1292.0,582.0
103,3,103,1,0.0,170.0,366.0,104.0,767,14.0,113.0,566.0,728.0,657.0,769.0,0.131,2720.0,8,2153.0,534.0,13.2061394588,74.3728333945,8.0,67.0,137.0,4985,4993,3488,126.0,160.0,2715.0,1446.0,546.0
104,3,104,1,5.0,156.0,699.0,171.0,1378,26.0,321.0,399.0,473.0,440.0,567.0,0.111,1879.0,27,1910.0,59.0,12.5448434459,31.0382522082,13.0,24.7969544511,68.0,3440,3467,2391,61.0,139.0,2006.0,954.0,307.0
