superdistrict,tothh,hhincq1,hhincq2,hhincq3,hhincq4,sfdu,mfdu,totemp,agrempn,mwtempn,retempn,fpsempn,herempn,othempn,occupancy_rate,non_residential_sqft,sq_ft_per_employee,deed_restricted_units,inclusionary_units,subsidized_units,inclusionary_revenue_reduction,inclusionary_revenue_reduction_per_unit,total_subsidy,subsidy_per_unit
27,34448,7778,9337,8432,8901,27839,9636,42179,867,7816,5648,5582,13720,8546,0.919226150767,35310873.0,837.167144788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,122188,24056,27767,29916,40449,85216,41758,137645,278,16550,18993,32223,44053,25548,0.962307244003,72636243.0,527.707094337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,97826,38350,23177,17056,19243,1732,101082,431336,387,16059,17869,206156,115924,74941,0.951485206295,218304983.572,506.113525353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,148855,54595,34307,28220,31733,59588,93645,165825,109,12051,9886,34458,69941,39380,0.971429130801,108240842.842,652.741401127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,88312,17857,20588,20616,29251,54925,35464,111654,668,9985,11376,38682,32833,18110,0.977021540232,63449816.0,568.271768141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,34617,6922,9298,8938,9459,33692,6084,28990,2666,4911,3081,3460,7805,7067,0.870298672566,17982706.0,620.307209383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,84950,18053,19192,19134,28571,58492,28048,152738,1602,25021,9518,47921,38228,30448,0.981626993298,81592785.0,534.200951957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,80384,27036,22029,15601,15718,36805,42376,156743,75,11042,9990,40979,65325,29332,1.01519303873,79931883.0764,509.955041542,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,66466,15381,17503,16152,17430,50998,20358,65424,2153,10069,8709,11744,19050,13699,0.9314703739,43717617.0,668.219873441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,117137,31401,26534,28168,31034,87057,35464,98492,276,22360,10938,16474,25134,23310,0.956056512761,71193885.0,722.839266133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,53436,6750,9848,12140,24698,47407,7456,69637,500,5038,6819,19514,17652,20114,0.973989756302,36360865.0,522.148642245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,61914,11759,14910,14468,20777,41954,22153,76095,95,4844,7915,22731,27771,12739,0.965791567224,37385523.0,491.300650503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,111573,31009,30205,22647,27712,16765,96270,95028,111,2871,7321,15184,42874,26667,0.987065953023,51556377.4458,542.538803782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,106381,27898,26891,24476,27116,71618,38100,127062,308,26706,15467,26044,36864,21673,0.969585665069,88875025.2,699.461878453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,34517,7545,7252,8464,11256,28574,9215,42261,2818,8696,6831,6352,9805,7759,0.913413956442,29960307.0,708.935117484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,77170,18043,17063,17377,24687,44037,34990,162194,164,13654,9682,44159,73848,20687,0.97650170195,79153126.8,488.015134962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,75652,16006,16228,19439,23979,58052,20327,53986,323,7730,9265,11117,15841,9710,0.96520751732,32948488.0,610.315415108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,112485,33900,27610,26085,24890,58255,61102,147187,355,17037,13170,33370,38178,45077,0.942424826361,83107189.75,564.636752906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,97299,31933,27284,20666,17416,66451,34881,67527,255,11677,9429,10839,19593,15734,0.960200134212,47810610.0,708.022124484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,15532,2499,3877,3804,5352,14606,2946,22298,4025,5114,1580,2088,5376,4115,0.884913400182,14343301.0,643.255045296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,90834,23443,24243,21584,21564,63591,31995,106545,205,11046,12516,21700,32505,28573,0.950285606679,62786600.0,589.296541367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,54825,16651,14402,11342,12430,34785,21217,28482,16,958,3850,4858,11934,6866,0.978982893468,16072920.0,564.318516958,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,88133,18700,24091,22614,22728,72061,16384,78281,1807,11474,12517,8355,23983,20145,0.996472383967,54894690.0,701.251772461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,53571,13517,15416,12771,11867,36071,16970,40471,147,5579,5449,5778,12818,10700,1.00999227013,28132705.0,695.132440513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
