juris,tothh,hhincq1,hhincq2,hhincq3,hhincq4,sfdu,mfdu,totemp,agrempn,mwtempn,retempn,fpsempn,herempn,othempn,occupancy_rate,non_residential_sqft,sq_ft_per_employee,deed_restricted_units,inclusionary_units,subsidized_units,inclusionary_revenue_reduction,inclusionary_revenue_reduction_per_unit,total_subsidy,subsidy_per_unit
Fairfield,32572,8091,9378,8697,6406,26577,7713.0,39496,252.0,6333,4855,4207,11413,12436,0.949897929425,27472595.0,695.579172574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Jose,305285,93517,72817,69479,69472,207492,122700.0,376404,1521.0,83405,35639,83723,81637,90479,0.924568130058,245744280.0,652.873720789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South San Francisco,20209,4262,5236,5579,5132,15999,5698.0,39047,174.0,14815,3452,7213,8292,5101,0.931419090197,33164630.0,849.351550695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palo Alto,26906,6497,5686,5376,9347,17074,11247.0,104250,91.0,10856,4760,25722,53991,8830,0.950037074962,54809035.0,525.746139089,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Novato,19672,4324,5338,4756,5254,14899,6233.0,24760,113.0,1352,2850,9500,6359,4586,0.930910467537,13655334.0,551.507835218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hillsborough,3881,196,335,518,2832,3980,0.0,2134,14.0,179,37,822,766,316,0.0,1205865.0,565.072633552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Half Moon Bay,4224,780,796,1007,1641,3248,1225.0,4923,358.0,338,445,1242,1875,665,0.944332662643,3616906.0,734.695510867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berkeley,46899,17636,12581,8055,8627,23528,25800.0,98307,43.0,5088,5628,27620,42153,17775,0.950758190075,55844740.0,568.06473598,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solano County,6596,1455,1898,1740,1503,5967,449.0,3913,687.0,925,264,486,557,994,1.02805486284,2510330.0,641.535905955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milpitas,22085,7527,4609,4764,5185,14077,9247.0,40993,66.0,14239,4644,6481,8682,6881,0.946878751501,30540590.0,745.019637499,0.0,0.0,0.0,0.0,0.0,0.0,0.0
American Canyon,5082,1371,1561,1370,780,3999,1685.0,5293,133.0,1836,668,713,730,1213,0.894088669951,5537822.0,1046.25392027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Redwood City,28187,5940,6883,6659,8705,18396,11523.0,61430,85.0,14113,4284,14043,13270,15635,0.942110364651,35001491.0,569.778463292,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mountain View,33061,10031,8278,7103,7649,13865,21534.0,45335,39.0,8358,4726,12979,9567,9666,0.933952936524,31555829.0,696.058872836,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonoma,4730,1365,1440,1021,904,3733,1761.0,6615,173.0,492,917,1123,2775,1135,0.860939206407,3565901.0,539.062887377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fairfax,3350,753,944,818,835,2656,906.0,1454,5.0,55,217,344,540,293,0.940482874789,750418.0,516.105914718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Clara,41321,10675,10641,10564,9441,22357,23050.0,104132,289.0,35831,6963,26788,16716,17545,0.910013874513,74951142.0,719.770502823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vallejo,40151,10913,12199,9880,7159,28793,13149.0,29083,125.0,1563,4087,4511,11091,7706,0.957298173668,17796794.0,611.931162535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woodside,2133,94,211,279,1549,2164,2.0,2001,69.0,102,133,613,736,348,0.984764542936,816895.0,408.243378311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Clara County,26922,6892,6809,5956,7265,24406,5294.0,29455,1068.0,2571,1327,5409,12470,6610,0.906464646465,15456252.0,524.741198438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Windsor,8531,1976,2296,2291,1968,8315,1522.0,7734,388.0,1446,884,1349,1726,1941,0.867235945918,5943858.0,768.536074476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moraga,5479,742,1079,1211,2447,4986,829.0,4654,8.0,282,599,1138,2093,534,0.942218400688,2497281.0,536.588096261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dixon,5616,1620,1633,1442,921,5183,984.0,4482,101.0,1097,553,421,1549,761,0.91065347819,3672545.0,819.398705935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vacaville,28839,6922,8390,7907,5620,23412,6407.0,27456,321.0,3269,4906,3161,9747,6052,0.967135048124,18492096.0,673.517482517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gilroy,12941,3526,3489,3212,2714,10506,4416.0,16749,691.0,2025,4202,2172,4497,3162,0.867242996917,11482549.0,685.566242761,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morgan Hill,12094,3160,2448,2786,3700,10226,3335.0,18103,858.0,5428,1947,2810,3748,3312,0.891822137011,12091343.0,667.919295144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cupertino,20721,3988,4351,4609,7773,14779,7325.0,25572,78.0,7826,2687,4877,7391,2713,0.937432138979,16894029.0,660.645588925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benicia,10336,2051,2729,2695,2861,6912,3604.0,11976,20.0,4140,712,1735,2173,3196,0.982883225561,8594170.0,717.616065464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Larkspur,6034,545,1208,1040,3241,3151,3066.0,7284,9.0,242,1218,1232,3709,874,0.970564580988,3767398.0,517.215540912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Piedmont,3677,407,537,668,2065,3875,47.0,1683,8.0,35,35,423,688,494,0.937531871494,703004.0,417.708853238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Mateo,38040,7955,9702,9060,11323,22610,17696.0,50866,30.0,4183,6880,18270,14210,7293,0.94378008237,29466850.0,579.303464003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Rafael,22318,5451,5909,4849,6109,12935,10884.0,41443,111.0,2919,5122,9810,13411,10070,0.936983080734,25659454.0,619.150495862,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Bruno,14318,3155,3871,3856,3436,9912,5419.0,13030,27.0,1091,2735,2536,4441,2200,0.933924727676,7855604.0,602.885955487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calistoga,1903,614,605,387,297,1572,762.0,2230,64.0,227,154,232,1155,398,0.815338474722,1676932.0,751.987443946,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cotati,2910,738,915,772,485,2145,1102.0,2777,23.0,442,463,467,751,631,0.896211887897,2011724.0,724.423478574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mill Valley,6150,1166,1316,1191,2477,4839,1462.0,5660,28.0,266,766,1571,2231,798,0.976035549913,2952527.0,521.647879859,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Anselmo,5212,943,1226,1223,1820,4217,1284.0,3132,3.0,262,604,741,1043,479,0.947464097437,1697054.0,541.843550447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Altos,10584,1601,1979,2079,4925,9962,1143.0,13473,51.0,536,1063,4490,4542,2791,0.953084196308,6607302.0,490.410598976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Cerrito,10073,2747,3086,2265,1975,7790,3071.0,5065,5.0,156,1110,961,1921,912,0.927446828101,3191143.0,630.03810464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saratoga,10580,1579,1515,1820,5666,10526,589.0,8190,33.0,525,461,2312,3389,1470,0.951866846604,3651116.0,445.801709402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suisun City,8550,1873,2701,2601,1375,8143,975.0,2288,13.0,157,237,376,942,563,0.937705637201,1477193.0,645.626311189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastopol,3088,913,946,694,535,2394,1138.0,4659,39.0,476,721,634,1875,914,0.87429218573,2509791.0,538.697359948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campbell,16562,4910,4257,3973,3422,9170,8809.0,24321,39.0,2932,3055,6894,6000,5401,0.92118582791,14617811.0,601.03659389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
St. Helena,2305,585,585,561,574,2049,706.0,5676,1023.0,1368,593,843,1285,564,0.83666061706,3136927.0,552.665081043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albany,7324,2378,2262,1572,1112,4067,3123.0,4400,7.0,237,697,617,1602,1240,1.01863699583,2709246.0,615.737727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Gatos,11706,2114,2485,2603,4504,9174,3492.0,17863,56.0,1551,1930,4408,6847,3071,0.924206537186,8385323.0,469.42411689,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menlo Park,12645,1986,2586,2685,5388,8167,4927.0,35697,151.0,5793,1466,12267,7152,8868,0.96570948526,21231665.0,594.774490854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Carlos,13072,1924,2870,3006,5272,9103,4622.0,15918,41.0,4217,1747,4126,3016,2771,0.952422586521,12052328.0,757.150898354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Altos Hills,2989,209,384,534,1862,3105,0.0,1605,1.0,47,10,753,527,267,0.0,597900.0,372.523364486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sausalito,4348,715,960,985,1688,1976,2551.0,4932,23.0,366,464,1774,1447,858,0.96045946543,3063230.0,621.092862936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pacifica,13578,2282,3453,3891,3952,11358,3207.0,6008,7.0,426,969,1433,2041,1132,0.932234809475,4182162.0,696.098868176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmont,8815,1364,2048,2174,3229,7252,2031.0,7817,3.0,872,754,1959,2934,1295,0.949585263385,5234781.0,669.666240246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiburon,3859,619,711,741,1788,2720,1145.0,2658,31.0,101,148,1035,1037,306,0.998447606727,1466160.0,551.602708804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Palo Alto,7049,2157,1973,1567,1352,4495,3076.0,4895,18.0,362,680,1505,1894,436,0.931052701096,3502658.0,715.558324821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emeryville,5750,2033,1806,1125,786,1428,3377.0,16944,7.0,2630,1856,4933,4478,3040,1.19667013528,12703434.0,749.730524079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corte Madera,4003,689,1049,935,1330,3013,1129.0,6316,11.0,466,1598,1153,1990,1098,0.96644133269,3760820.0,595.443318556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foster City,12180,2125,2407,2884,4764,7570,5191.0,16577,137.0,1595,937,8284,3045,2579,0.95447065277,10708682.0,645.996380527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Millbrae,7797,1539,1926,1917,2415,5765,2638.0,6092,8.0,360,791,1109,2892,932,0.927882898965,4572664.0,750.601444517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burlingame,12041,1947,2863,2799,4432,7050,5952.0,27563,86.0,6495,2721,7786,6825,3650,0.926088294109,20916243.0,758.852193157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atherton,2464,161,252,395,1656,2523,0.0,2140,5.0,88,28,564,1221,234,0.0,1007615.0,470.848130841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portola Valley,1770,58,115,220,1377,1794,0.0,2765,854.0,159,35,719,699,299,0.986622073579,1012593.0,366.218083183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monte Sereno,1240,199,238,226,577,1258,100.0,541,10.0,43,6,287,134,61,0.913107511046,204200.0,377.449168207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross,856,117,169,196,374,861,25.0,334,0.0,12,7,50,221,44,0.966139954853,172540.0,516.586826347,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yountville,1033,298,295,226,214,859,392.0,2748,109.0,179,44,121,701,1594,0.825739408473,1219291.0,443.701237263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colma,793,204,262,190,137,394,445.0,4164,2.0,187,2131,132,1223,489,0.945172824791,2299195.0,552.160182517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belvedere,1009,80,145,178,606,898,125.0,308,9.0,5,11,135,103,45,0.986314760508,137930.0,447.824675325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
