juris,tothh,hhincq1,hhincq2,hhincq3,hhincq4,sfdu,mfdu,totemp,agrempn,mwtempn,retempn,fpsempn,herempn,othempn,occupancy_rate,non_residential_sqft,sq_ft_per_employee,deed_restricted_units,inclusionary_units,subsidized_units,inclusionary_revenue_reduction,inclusionary_revenue_reduction_per_unit,total_subsidy,subsidy_per_unit
Antioch,39499,11894,8293,8229,11083,32145.0,9080.0,22752,40.0,1472,5530,3115,7662,4933,0.958132201334,13708499.0,602.518415963,638.0,638.0,0.0,519041578.638,813544.794103,0.0,0.0
Napa County,11792,1361,2418,2773,5240,11416.0,1091.0,20053,3084.0,6188,2026,1563,3495,3697,0.942832014072,15991258.0,797.449658405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Francisco,455868,133936,113532,92591,115809,112789.0,351734.0,836423,633.0,28243,34344,346322,272218,154663,0.981367983932,391526930.191,468.096800532,3574.0,3574.0,0.0,2324346678.86,650348.81893,0.0,0.0
San Mateo County,24312,5233,5477,5652,7950,20888.0,3856.0,26570,483.0,4136,1456,7494,7309,5692,0.982541222114,13150649.0,494.943507715,176.0,176.0,0.0,160021420.035,909212.613833,0.0,0.0
Petaluma,27048,7731,5893,5718,7706,20149.0,7944.0,33823,389.0,5059,4385,6618,9395,7977,0.962802121525,20434938.0,604.172840966,490.0,490.0,0.0,205291185.046,418961.602135,0.0,0.0
Santa Rosa,75900,18756,15792,17300,24052,50886.0,29355.0,85245,549.0,7360,10615,12649,34088,19984,0.94590047482,43961543.3759,515.708174976,853.0,853.0,0.0,286700046.309,336107.90892,0.0,0.0
Rohnert Park,19809,5073,4425,4450,5861,10531.0,10343.0,12612,84.0,1474,2408,2369,3590,2687,0.948979591837,7692743.0,609.954249921,244.0,244.0,0.0,124828264.847,511591.249372,0.0,0.0
Marin County,30256,5508,7548,6890,10310,23939.0,6899.0,20634,341.0,778,1753,4066,8078,5618,0.981127180751,8869061.0,429.827517689,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richmond,53192,21226,13346,9682,8938,24904.0,30075.0,54913,171.0,7262,5318,12917,16241,13004,0.967496680551,30462286.5466,554.73724886,1016.0,1016.0,0.0,658619322.396,648247.364563,0.0,0.0
Pittsburg,25758,9443,5583,5058,5674,18179.0,8633.0,14115,20.0,1582,2811,1423,4460,3819,0.960689243622,9270342.99247,656.772440133,530.0,530.0,0.0,382986078.48,722615.242415,0.0,0.0
Orinda,7018,1203,1549,1562,2704,6508.0,615.0,5129,20.0,177,435,1973,1747,777,0.985259020076,1617200.0,315.305127705,24.0,24.0,0.0,25108101.4798,1046170.89499,0.0,0.0
Alameda,41163,12846,11026,8598,8693,15236.0,25220.0,37989,12.0,3144,2376,9136,12984,10337,1.01747577615,18301687.6155,481.762815959,556.0,556.0,0.0,217505197.259,391196.397948,0.0,0.0
Napa,29488,5342,6912,6997,10237,22674.0,8290.0,32681,401.0,3150,5878,3895,12847,6510,0.952331740085,21734994.0,665.065144885,39.0,39.0,0.0,27452034.0455,703898.30886,0.0,0.0
Hercules,10520,3034,2201,2252,3033,8093.0,2721.0,5757,6.0,1500,537,960,1445,1309,0.972813020159,3009841.0,522.814139309,177.0,177.0,0.0,236851821.489,1338145.88412,0.0,0.0
Newark,15100,4408,3892,3469,3331,11849.0,2731.0,21855,28.0,5075,4267,3098,4801,4586,1.03566529492,17969737.0,822.225440403,165.0,165.0,0.0,236406276.243,1432765.31057,0.0,0.0
Alameda County,55793,13998,15697,13081,13017,39096.0,16780.0,30899,100.0,2845,3125,5527,11417,7885,0.998514567972,18980750.8381,614.2836609,145.0,145.0,0.0,125283598.022,864024.813945,0.0,0.0
Martinez,15233,3301,3916,3621,4395,12075.0,3583.0,24996,25.0,2503,1722,4466,6335,9945,0.972857325329,11603206.6686,464.202539152,52.0,52.0,0.0,42706656.8653,821281.862794,0.0,0.0
Danville,16546,2381,3276,3992,6897,15380.0,1480.0,12347,37.0,850,1538,3993,3669,2260,0.98137603796,5612046.0,454.527091601,81.0,81.0,0.0,47675536.8757,588586.875009,0.0,0.0
Healdsburg,4668,773,1000,1143,1752,3879.0,1108.0,9755,186.0,1838,1208,1097,2475,2951,0.936033687588,5576560.0,571.661711943,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Concord,62370,18944,15228,13760,14438,40689.0,25800.0,89542,128.0,6974,13659,18233,31509,19039,0.938049902991,45051192.2925,503.129171701,555.0,555.0,0.0,171104930.83,308297.172667,0.0,0.0
Sunnyvale,75550,24919,14404,16017,20210,27115.0,49951.0,109899,118.0,20022,6940,43544,22718,16557,0.980328549555,50725472.7903,461.564461827,2129.0,2129.0,0.0,475336118.497,223267.317284,0.0,0.0
Clayton,4007,604,878,972,1553,4122.0,17.0,2093,7.0,69,166,406,1064,381,0.968108238705,855430.0,408.709985667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daly City,36691,9874,9414,8017,9386,21394.0,16028.0,22004,30.0,1166,3349,4065,9215,4179,0.980466036022,10691399.3468,485.884354972,303.0,303.0,0.0,180478762.237,595639.479331,0.0,0.0
Rio Vista,6859,3282,991,1019,1567,6461.0,94.0,2412,408.0,432,284,192,464,632,1.04637681159,1290835.0,535.172056385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oakland,218686,81726,54024,42130,40806,85345.0,132558.0,244761,255.0,21239,14089,51462,93511,64205,1.00359334199,121958307.975,498.275084573,3622.0,3622.0,0.0,1527304333.57,421674.305236,0.0,0.0
Lafayette,10635,2381,2343,2367,3544,8417.0,2419.0,9669,18.0,958,912,2746,3350,1685,0.981450719823,4482800.0,463.626021305,118.0,118.0,0.0,83291218.6311,705857.785009,0.0,0.0
San Pablo,9454,2962,2979,1978,1535,4812.0,4888.0,9225,18.0,593,1191,1038,4320,2065,0.974639175258,4706882.25594,510.231138856,14.0,14.0,0.0,6229789.93986,444984.995704,0.0,0.0
Walnut Creek,35968,7071,8227,8313,12357,18359.0,18575.0,54561,40.0,2602,4935,15421,22127,9436,0.973845237451,24365060.0,446.5654955,268.0,268.0,0.0,265767791.227,991670.862789,0.0,0.0
Pleasant Hill,13939,2689,3631,3397,4222,10331.0,3885.0,18947,23.0,647,2128,3742,8598,3809,0.980514912774,9126244.0,481.672243627,4.0,4.0,0.0,2836436.94665,709109.236663,0.0,0.0
Union City,23894,6675,5948,5329,5942,15026.0,8034.0,27483,34.0,8486,3561,3273,6311,5818,1.03616652212,22348142.0,813.162391296,258.0,258.0,0.0,185493207.4,718965.920154,0.0,0.0
Brisbane,6197,2078,1356,1217,1546,1405.0,5080.0,14904,5.0,2799,491,5686,3360,2563,0.955589822668,11230454.0,753.519457864,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cloverdale,3577,886,718,791,1182,2906.0,1063.0,1603,51.0,364,157,194,379,458,0.901234567901,866183.0,540.351216469,32.0,32.0,0.0,15756485.5984,492390.17495,0.0,0.0
San Leandro,36741,10541,10656,8106,7438,21281.0,15381.0,62967,46.0,17237,7186,8065,14603,15830,1.0021548197,43752903.7337,694.854506865,146.0,146.0,0.0,57240269.8383,392056.642728,0.0,0.0
Pinole,7173,1846,2032,1679,1616,5839.0,1538.0,8581,13.0,900,1840,1297,2904,1627,0.97234648231,4182394.31331,487.401737946,47.0,47.0,0.0,6921863.89796,147273.699957,0.0,0.0
Fairfield,36353,7205,8613,8732,11803,27195.0,8461.0,46903,271.0,6940,7381,5518,14405,12388,1.01954790218,27405735.0,584.306654159,111.0,111.0,0.0,54188500.8009,488184.6919,0.0,0.0
San Jose,417283,131117,78345,91635,116186,211281.0,217871.0,474647,1506.0,84919,47207,101766,127957,111292,0.972343132503,240974643.891,507.692335338,9043.0,9043.0,0.0,2689151758.42,297373.853635,0.0,0.0
South San Francisco,22942,5746,5703,5164,6329,16480.0,6813.0,53398,183.0,13591,3684,14975,12500,8465,0.984931095179,33721703.0296,631.51621839,166.0,166.0,0.0,85035598.959,512262.644332,0.0,0.0
Palo Alto,28944,6211,6605,6867,9261,17106.0,12071.0,121277,98.0,11149,4527,39735,53537,12231,0.992014257806,52093030.0,429.537587506,91.0,91.0,0.0,112979925.838,1241537.64657,0.0,0.0
Novato,21336,4047,5342,5064,6883,15442.0,6235.0,28717,116.0,1642,2764,8948,9292,5955,0.984269040919,13580429.0,472.905561166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hillsborough,3937,486,875,967,1609,3984.0,0.0,2253,13.0,182,46,855,808,349,0.0,1205865.0,535.226364847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Half Moon Bay,4689,856,1178,1077,1578,3248.0,1539.0,5122,350.0,343,463,1278,1956,732,0.97952788803,3616906.0,706.151112847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berkeley,54873,15262,15406,11797,12408,23596.0,31460.0,135665,46.0,5276,6414,39736,60289,23904,0.996676111595,56612246.7511,417.294414559,198.0,198.0,0.0,127419972.018,643535.212212,0.0,0.0
Solano County,13235,6421,2190,2048,2576,12749.0,449.0,3887,733.0,708,497,406,671,872,1.00280345507,2456789.0,632.052739902,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milpitas,30561,8716,6603,7077,8165,14206.0,17263.0,52206,66.0,14473,5341,8877,12569,10880,0.971146207379,30981584.3287,593.448728665,326.0,326.0,0.0,132483834.022,406392.128901,0.0,0.0
American Canyon,6320,1555,1301,1444,2020,4710.0,1764.0,6748,129.0,2222,1375,580,1016,1426,0.976212542478,5802772.0,859.924718435,76.0,76.0,0.0,86863167.2082,1142936.41063,0.0,0.0
Redwood City,33532,7896,8092,7935,9609,18867.0,15161.0,83610,84.0,10830,3994,31685,21245,15772,0.985423768661,35586568.2467,425.625741498,279.0,279.0,0.0,280427677.539,1005117.12379,0.0,0.0
Mountain View,57341,20253,11402,11904,13782,13927.0,45470.0,66531,43.0,9545,5130,17576,19863,14374,0.965385457178,31747092.4293,477.177442535,1009.0,1009.0,0.0,715590181.192,709207.315353,0.0,0.0
Sonoma,5367,848,1229,1281,2009,3861.0,1759.0,7490,165.0,381,1067,1052,3373,1452,0.954982206406,3564481.0,475.898664887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fairfax,3506,571,984,861,1090,2656.0,906.0,1596,5.0,42,247,311,672,319,0.984278495227,750418.0,470.186716792,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Clara,51884,11409,11850,13045,15580,22797.0,30414.0,185759,341.0,34506,10053,72829,42975,25055,0.975061547424,83243508.082,448.126379244,295.0,295.0,0.0,151044841.456,512016.411714,0.0,0.0
Vallejo,44563,10850,12221,10387,11105,30254.0,13724.0,32895,120.0,2044,5763,4564,12051,8353,1.0133021056,17693455.0,537.876728986,196.0,196.0,0.0,188098343.912,959685.42812,0.0,0.0
Woodside,2522,515,495,536,976,2557.0,2.0,2129,68.0,106,151,654,774,376,0.985541227042,808375.0,379.697040864,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Clara County,31929,6830,6632,7734,10733,25551.0,7582.0,34504,1028.0,2830,1755,6539,15725,6627,0.963661606254,15515765.0,449.680182008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Windsor,9775,1660,1880,2388,3847,8475.0,1854.0,8884,377.0,1545,1172,1456,2058,2276,0.946364604512,5944746.74755,669.152042723,40.0,40.0,0.0,16329403.2082,408235.080205,0.0,0.0
Moraga,5721,743,1301,1424,2253,5000.0,829.0,5768,8.0,297,765,1463,2332,903,0.981471950592,2486276.0,431.046463245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dixon,6292,1562,1229,1429,2072,5537.0,1048.0,4645,107.0,894,1176,313,1336,819,0.955504935459,3670561.37375,790.217733853,38.0,38.0,0.0,30347422.038,798616.369421,0.0,0.0
Vacaville,32678,5995,7397,7940,11346,23725.0,7726.0,30350,325.0,3285,7078,2942,10217,6503,1.03901306795,18234668.0,600.812784185,161.0,161.0,0.0,90772134.3827,563802.076911,0.0,0.0
Gilroy,17104,4115,2830,3883,6276,12149.0,6134.0,18627,676.0,2396,4858,1966,4938,3793,0.935513865339,11385244.0,611.222633811,297.0,297.0,0.0,123897775.716,417164.228001,0.0,0.0
Morgan Hill,15358,3204,2591,3624,5939,11603.0,4405.0,19011,810.0,4821,2883,2661,3911,3925,0.959395302349,11800979.0,620.744779338,87.0,87.0,0.0,43097986.1244,495379.150856,0.0,0.0
Cupertino,24215,4764,5112,5881,8458,16571.0,8148.0,51808,86.0,6702,3164,20263,14805,6788,0.979610825681,20698056.0487,399.514670489,213.0,213.0,0.0,177289923.785,832347.060024,0.0,0.0
Benicia,11532,2321,2745,2797,3669,7327.0,3783.0,17517,26.0,4581,1242,4790,3543,3335,1.03798379838,10034710.0,572.855511789,58.0,58.0,0.0,42959043.325,740673.160776,0.0,0.0
Larkspur,6291,1039,1560,1496,2196,3151.0,3188.0,8617,10.0,231,993,2041,3931,1411,0.992427827733,3765274.45581,436.958855264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Piedmont,3840,531,955,926,1428,3875.0,47.0,1679,10.0,37,58,423,718,433,0.979092299847,703004.0,418.703990471,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Mateo,46377,11163,11486,10766,12962,23391.0,23654.0,65916,32.0,3853,6124,22046,23102,10759,0.985800828994,29570022.0,448.601583834,398.0,398.0,0.0,263280809.547,661509.571726,0.0,0.0
San Rafael,24845,5163,5925,5804,7953,13741.0,11411.0,48513,112.0,3141,4935,11666,17074,11585,0.987794211196,25560079.0,526.870715066,118.0,118.0,0.0,75496212.0569,639798.407262,0.0,0.0
San Bruno,17985,5795,4213,3759,4218,10158.0,8269.0,14942,27.0,871,2948,2632,5582,2882,0.976013458512,7049057.09389,471.761283221,295.0,295.0,0.0,263482430.418,893160.781077,0.0,0.0
Calistoga,2181,290,469,530,892,1587.0,762.0,2453,64.0,242,240,243,1222,442,0.928480204342,1675597.0,683.080717489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cotati,3340,753,765,784,1038,2228.0,1260.0,3020,21.0,469,523,478,820,709,0.957568807339,1985529.21291,657.460004275,19.0,19.0,0.0,7997567.49261,420924.604874,0.0,0.0
Mill Valley,7733,2669,1661,1517,1886,4847.0,2939.0,6433,30.0,267,802,1534,2484,1316,0.993192910352,2951745.0,458.844240634,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Anselmo,5439,821,1395,1294,1929,4217.0,1284.0,3521,4.0,233,617,718,1200,749,0.988729321941,1697054.0,481.980687305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Altos,11918,1923,2542,3007,4446,10036.0,2088.0,16308,51.0,561,1242,5093,6141,3220,0.983008907951,6586472.0,403.879813588,46.0,46.0,0.0,37610494.2671,817619.440588,0.0,0.0
El Cerrito,11801,3136,3613,2635,2417,7830.0,4293.0,5338,5.0,219,991,788,2108,1227,0.97343891776,2730774.53334,511.572598977,18.0,18.0,0.0,9523119.54872,529062.197151,0.0,0.0
Saratoga,10972,1300,2129,2751,4792,10574.0,589.0,9131,33.0,446,736,2537,3632,1747,0.982889904148,3651116.0,399.859380134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suisun City,9526,2137,2382,2285,2722,8154.0,1379.0,2417,11.0,134,440,294,963,575,0.999265708591,1526725.0604,631.661175174,39.0,39.0,0.0,14961120.6257,383618.477582,0.0,0.0
Sebastopol,4834,1888,829,864,1253,2419.0,2785.0,4933,33.0,489,817,638,1965,991,0.928900845503,2258783.31178,457.892420794,152.0,152.0,0.0,89028097.7904,585711.169674,0.0,0.0
Campbell,18419,3717,4201,4752,5749,9223.0,9687.0,29861,39.0,3422,3631,6687,9026,7056,0.974034902168,14649807.0,490.600013395,27.0,27.0,0.0,11359886.1562,420736.524304,0.0,0.0
St. Helena,3014,802,507,620,1085,2526.0,706.0,5651,990.0,1350,596,841,1297,577,0.93254950495,3125690.0,553.121571403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albany,7797,2010,2456,1766,1565,4065.0,3321.0,5315,7.0,345,760,850,1912,1441,1.05564581641,2615017.31448,492.007020598,12.0,12.0,0.0,6911541.34859,575961.779049,0.0,0.0
Los Gatos,12392,1556,2637,3198,5001,9174.0,3492.0,20624,54.0,1730,2244,4765,7685,4146,0.978367282489,8627179.0,418.307748254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menlo Park,17688,4489,3977,4024,5198,8187.0,9739.0,43898,136.0,5344,1517,17310,11879,7712,0.986723195359,20002749.3635,455.664252665,71.0,71.0,0.0,55347222.6094,779538.346611,0.0,0.0
San Carlos,13741,2124,3385,3422,4810,9109.0,4672.0,21084,43.0,3791,1886,5965,4911,4488,0.997097453015,12030078.0,570.578542971,2.0,2.0,0.0,1258914.92526,629457.462629,0.0,0.0
Los Altos Hills,3067,278,598,855,1336,3105.0,0.0,1728,1.0,55,14,864,515,279,0.0,597900.0,346.006944444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sausalito,4500,759,1205,1098,1438,1976.0,2551.0,5687,23.0,382,459,1682,1863,1278,0.994035785288,3063230.0,538.637242835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pacifica,14265,2664,3816,3532,4253,11367.0,3207.0,7047,8.0,485,1230,1532,2393,1399,0.978797859201,4182162.0,593.467007237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmont,9550,1731,2291,2357,3171,7585.0,2089.0,9236,4.0,840,872,2461,3317,1742,0.987182137689,5213261.20383,564.450108687,34.0,34.0,0.0,39571718.6902,1163874.07912,0.0,0.0
Tiburon,3849,715,937,862,1335,2721.0,1145.0,2802,30.0,82,275,847,1151,417,0.995602690119,1466160.0,523.254817987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Palo Alto,9667,3460,2132,1976,2099,4715.0,5043.0,6520,14.0,465,592,1527,2767,1155,0.990674318508,3528199.03679,541.134821593,209.0,209.0,0.0,161949853.328,774879.680997,0.0,0.0
Emeryville,11306,5067,2307,1903,2029,1428.0,8595.0,20422,5.0,2249,1637,4913,6659,4959,1.12800558715,10359083.0,507.25115072,489.0,489.0,0.0,234609205.264,479773.425898,0.0,0.0
Corte Madera,4340,874,1235,1002,1229,3026.0,1345.0,7247,10.0,444,1489,1373,2362,1569,0.992907801418,3710765.0,512.041534428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foster City,14032,3561,3262,3154,4055,7752.0,6449.0,21178,132.0,1557,831,10962,4614,3082,0.988099429618,10638917.0,502.357021437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Millbrae,11117,3615,2434,2186,2882,5873.0,5575.0,7409,8.0,446,994,1308,3259,1394,0.97108665269,6132456.1197,827.703619882,62.0,62.0,0.0,68739022.3378,1108693.90867,0.0,0.0
Burlingame,13171,1807,2952,3283,5129,7013.0,6404.0,36307,92.0,5586,2628,12018,9705,6278,0.9816650518,20865983.8485,574.709666139,23.0,23.0,0.0,9043683.54315,393203.632311,0.0,0.0
Atherton,2497,318,539,588,1052,2523.0,0.0,2223,5.0,92,33,587,1247,259,0.0,1007615.0,453.268106163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portola Valley,1772,159,336,450,827,1794.0,0.0,2963,835.0,160,38,865,745,320,0.98773690078,1012593.0,341.745865677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monte Sereno,1330,127,244,350,609,1258.0,100.0,562,10.0,45,7,288,141,71,0.979381443299,204200.0,363.34519573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross,885,126,209,216,334,864.0,25.0,382,0.0,19,26,73,190,74,0.99550056243,172540.0,451.67539267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yountville,1196,164,233,278,521,860.0,392.0,2759,108.0,177,51,122,705,1596,0.955271565495,1219291.0,441.932221819,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colma,841,144,229,201,267,400.0,445.0,4928,2.0,237,2228,259,1510,692,0.995266272189,2015035.0,408.895089286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belvedere,1018,135,227,260,396,898.0,125.0,321,9.0,4,12,139,107,50,0.995112414467,137930.0,429.68847352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
